NU_ANO,TP_FAIXA_ETARIA,TP_LOCALIZACAO_ESC,SG_UF_PROVA,QTD
2020,2,2.0,AP,63
2020,2,2.0,BA,708
2020,2,2.0,CE,1704
2020,2,2.0,DF,131
2020,2,2.0,ES,153
2020,2,2.0,GO,286
2020,2,2.0,MA,864
2020,2,2.0,MG,809
2020,2,2.0,MS,176
2020,2,2.0,MT,358
2020,2,2.0,PA,364
2020,2,2.0,PB,185
2020,2,2.0,PE,583
2020,2,2.0,PI,180
2020,2,2.0,PR,666
2020,2,2.0,RJ,398
2020,2,2.0,RN,94
2020,2,2.0,RO,116
2020,2,2.0,RR,69
2020,2,2.0,RS,261
2020,2,2.0,SC,194
2020,2,2.0,SE,138
2020,2,2.0,SP,1289
2020,2,2.0,TO,172
2020,3,1.0,AC,1312
2020,3,1.0,AL,5014
2020,3,1.0,AM,10550
2020,3,1.0,AP,1211
2020,3,1.0,BA,16061
2020,3,1.0,CE,38788
2020,3,1.0,DF,7888
2020,3,1.0,ES,8477
2020,3,1.0,GO,16831
2020,3,1.0,MA,8383
2020,3,1.0,MG,30754
2020,3,1.0,MS,3351
2020,3,1.0,MT,6410
2020,3,1.0,PA,10756
2020,3,1.0,PB,6068
2020,3,1.0,PE,17228
2020,3,1.0,PI,5213
2020,3,1.0,PR,11837
2020,3,1.0,RJ,25537
2020,3,1.0,RN,5712
2020,3,1.0,RO,4435
2020,3,1.0,RR,1125
2020,3,1.0,RS,19148
2020,3,1.0,SC,14106
2020,3,1.0,SE,3367
2020,3,1.0,SP,48943
2020,3,1.0,TO,2744
2020,3,2.0,AC,87
2020,3,2.0,AL,268
2020,3,2.0,AM,626
2020,3,2.0,AP,51
2020,3,2.0,BA,866
2020,3,2.0,CE,2432
2020,3,2.0,DF,163
2020,3,2.0,ES,321
2020,3,2.0,GO,368
2020,3,2.0,MA,836
2020,3,2.0,MG,906
2020,3,2.0,MS,202
2020,3,2.0,MT,471
2020,3,2.0,PA,536
2020,3,2.0,PB,196
2020,3,2.0,PE,899
2020,3,2.0,PI,210
2020,3,2.0,PR,236
2020,3,2.0,RJ,579
2020,3,2.0,RN,185
2020,3,2.0,RO,234
2020,3,2.0,RR,75
2020,3,2.0,RS,568
2020,3,2.0,SC,354
2020,3,2.0,SE,187
2020,3,2.0,SP,541
2020,3,2.0,TO,200
2020,4,1.0,AC,275
2020,4,1.0,AL,1758
2020,4,1.0,AM,3759
2020,4,1.0,AP,422
2020,4,1.0,BA,6043
2020,4,1.0,CE,11524
2020,4,1.0,DF,1712
2020,4,1.0,ES,2310
2020,4,1.0,GO,3619
2020,4,1.0,MA,2404
2020,4,1.0,MG,5052
2020,4,1.0,MS,1005
2020,4,1.0,MT,869
2020,4,1.0,PA,4103
2020,4,1.0,PB,2097
2020,4,1.0,PE,5007
2020,4,1.0,PI,1833
2020,4,1.0,PR,2520
2020,4,1.0,RJ,7354
2020,4,1.0,RN,2225
2020,4,1.0,RO,1230
2020,4,1.0,RR,225
2020,4,1.0,RS,4142
2020,4,1.0,SC,1833
2020,4,1.0,SE,1372
2020,4,1.0,SP,5954
2020,4,1.0,TO,929
2020,4,2.0,AC,32
2020,4,2.0,AL,82
2020,4,2.0,AM,247
2020,4,2.0,AP,25
2020,4,2.0,BA,300
2020,4,2.0,CE,596
2020,4,2.0,DF,74
2020,4,2.0,ES,112
2020,4,2.0,GO,64
2020,4,2.0,MA,295
2020,4,2.0,MG,164
2020,4,2.0,MS,84
2020,4,2.0,MT,54
2020,4,2.0,PA,215
2020,4,2.0,PB,78
2020,4,2.0,PE,262
2020,4,2.0,PI,108
2020,4,2.0,PR,48
2020,4,2.0,RJ,157
2020,4,2.0,RN,109
2020,4,2.0,RO,51
2020,4,2.0,RR,17
2020,4,2.0,RS,131
2020,4,2.0,SC,25
2020,4,2.0,SE,87
2020,4,2.0,SP,59
2020,4,2.0,TO,63
2020,5,1.0,AC,105
2020,5,1.0,AL,561
2020,5,1.0,AM,1641
2020,5,1.0,AP,161
2020,5,1.0,BA,2576
2020,5,1.0,CE,5013
2020,5,1.0,DF,437
2020,5,1.0,ES,615
2020,5,1.0,GO,1105
2020,5,1.0,MA,846
2020,5,1.0,MG,1387
2020,5,1.0,MS,290
2020,5,1.0,MT,268
2020,5,1.0,PA,1825
2020,5,1.0,PB,816
2020,5,1.0,PE,1579
2020,5,1.0,PI,695
2020,5,1.0,PR,598
2020,5,1.0,RJ,2545
2020,5,1.0,RN,851
2020,5,1.0,RO,394
2020,5,1.0,RR,40
2020,5,1.0,RS,1134
2020,5,1.0,SC,419
2020,5,1.0,SE,837
2020,5,1.0,SP,1210
2020,5,1.0,TO,373
2020,5,2.0,AC,14
2020,5,2.0,AL,30
2020,5,2.0,AM,133
2020,5,2.0,AP,15
2020,5,2.0,BA,152
2020,5,2.0,CE,272
2020,5,2.0,DF,15
2020,5,2.0,ES,20
2020,5,2.0,GO,22
2020,5,2.0,MA,131
2020,5,2.0,MG,26
2020,5,2.0,MS,22
2020,5,2.0,MT,13
2020,5,2.0,PA,115
2020,5,2.0,PB,36
2020,5,2.0,PE,100
2020,5,2.0,PI,51
2020,5,2.0,PR,12
2020,5,2.0,RJ,75
2020,5,2.0,RN,32
2020,5,2.0,RO,12
2020,5,2.0,RR,5
2020,5,2.0,RS,24
2020,5,2.0,SC,8
2020,5,2.0,SE,73
2020,5,2.0,SP,10
2020,5,2.0,TO,32
2020,6,1.0,AC,44
2020,6,1.0,AL,218
2020,6,1.0,AM,832
2020,6,1.0,AP,64
2020,6,1.0,BA,1081
2020,6,1.0,CE,2337
2020,6,1.0,DF,126
2020,6,1.0,ES,152
2020,6,1.0,GO,522
2020,6,1.0,MA,302
2020,6,1.0,MG,492
2020,6,1.0,MS,114
2020,6,1.0,MT,134
2020,6,1.0,PA,823
2020,6,1.0,PB,370
2020,6,1.0,PE,544
2020,6,1.0,PI,270
2020,6,1.0,PR,222
2020,6,1.0,RJ,914
2020,6,1.0,RN,336
2020,6,1.0,RO,181
2020,6,1.0,RR,19
2020,6,1.0,RS,372
2020,6,1.0,SC,89
2020,6,1.0,SE,386
2020,6,1.0,SP,433
2020,6,1.0,TO,142
2020,6,2.0,AC,4
2020,6,2.0,AL,15
2020,6,2.0,AM,76
2020,6,2.0,AP,5
2020,6,2.0,BA,71
2020,6,2.0,CE,140
2020,6,2.0,DF,3
2020,6,2.0,ES,8
2020,6,2.0,GO,11
2020,6,2.0,MA,59
2020,6,2.0,MG,7
2020,6,2.0,MS,12
2020,6,2.0,MT,9
2020,6,2.0,PA,54
2020,6,2.0,PB,7
2020,6,2.0,PE,56
2020,6,2.0,PI,18
2020,6,2.0,PR,6
2020,6,2.0,RJ,33
2020,6,2.0,RN,12
2020,6,2.0,RO,9
2020,6,2.0,RR,4
2020,6,2.0,RS,6
2020,6,2.0,SC,2
2020,6,2.0,SE,33
2020,6,2.0,TO,8
2020,6,1.0,AC,26
2020,6,1.0,AL,97
2020,6,1.0,AM,507
2020,6,1.0,AP,32
2020,6,1.0,BA,553
2020,6,1.0,CE,1359
2020,6,1.0,DF,80
2020,6,1.0,ES,105
2020,6,1.0,GO,352
2020,6,1.0,MA,157
2020,6,1.0,MG,259
2020,6,1.0,MS,70
2020,6,1.0,MT,79
2020,6,1.0,PA,405
2020,6,1.0,PB,183
2020,6,1.0,PE,295
2020,6,1.0,PI,120
2020,6,1.0,PR,137
2020,6,1.0,RJ,406
2020,6,1.0,RN,153
2020,6,1.0,RO,109
2020,6,1.0,RR,14
2020,6,1.0,RS,175
2020,6,1.0,SC,51
2020,6,1.0,SE,199
2020,6,1.0,SP,291
2020,6,1.0,TO,88
2020,6,2.0,AC,2
2020,6,2.0,AL,8
2020,6,2.0,AM,35
2020,6,2.0,AP,3
2020,6,2.0,BA,39
2020,6,2.0,CE,71
2020,6,2.0,DF,1
2020,6,2.0,ES,2
2020,6,2.0,GO,5
2020,6,2.0,MA,27
2020,6,2.0,MG,2
2020,6,2.0,MS,7
2020,6,2.0,MT,4
2020,6,2.0,PA,31
2020,6,2.0,PB,5
2020,6,2.0,PE,18
2020,6,2.0,PI,20
2020,6,2.0,PR,3
2020,6,2.0,RJ,13
2020,6,2.0,RN,6
2020,6,2.0,RO,5
2020,6,2.0,RS,4
2020,6,2.0,SE,18
2020,6,2.0,SP,3
2020,6,2.0,TO,9
2020,6,1.0,AC,19
2020,6,1.0,AL,52
2020,6,1.0,AM,399
2020,6,1.0,AP,22
2020,6,1.0,BA,295
2020,6,1.0,CE,891
2020,6,1.0,DF,57
2020,6,1.0,ES,58
2020,6,1.0,GO,250
2020,6,1.0,MA,80
2020,6,1.0,MG,214
2020,6,1.0,MS,45
2020,6,1.0,MT,58
2020,6,1.0,PA,258
2020,6,1.0,PB,131
2020,6,1.0,PE,218
2020,6,1.0,PI,77
2020,6,1.0,PR,86
2020,6,1.0,RJ,306
2020,6,1.0,RN,90
2020,6,1.0,RO,79
2020,6,1.0,RR,13
2020,6,1.0,RS,113
2020,6,1.0,SC,49
2020,6,1.0,SE,125
2020,6,1.0,SP,253
2020,6,1.0,TO,61
2020,6,2.0,AC,3
2020,6,2.0,AL,2
2020,6,2.0,AM,31
2020,6,2.0,AP,6
2020,6,2.0,BA,16
2020,6,2.0,CE,64
2020,6,2.0,DF,1
2020,6,2.0,ES,2
2020,6,2.0,GO,7
2020,6,2.0,MA,16
2020,6,2.0,MG,2
2020,6,2.0,MS,7
2020,6,2.0,MT,5
2020,6,2.0,PA,15
2020,6,2.0,PB,2
2020,6,2.0,PE,16
2020,6,2.0,PI,6
2020,6,2.0,RJ,9
2020,6,2.0,RN,4
2020,6,2.0,RO,9
2020,6,2.0,RR,1
2020,6,2.0,RS,2
2020,6,2.0,SE,16
2020,6,2.0,SP,1
2020,6,2.0,TO,8
2020,6,1.0,AC,6
2020,6,1.0,AL,42
2020,6,1.0,AM,271
2020,6,1.0,AP,10
2020,6,1.0,BA,194
2020,6,1.0,CE,693
2020,6,1.0,DF,39
2020,6,1.0,ES,45
2020,6,1.0,GO,193
2020,6,1.0,MA,51
2020,6,1.0,MG,164
2020,6,1.0,MS,23
2020,6,1.0,MT,38
2020,6,1.0,PA,230
2020,6,1.0,PB,75
2020,6,1.0,PE,154
2020,6,1.0,PI,58
2020,6,1.0,PR,92
2020,6,1.0,RJ,214
2020,6,1.0,RN,52
2020,6,1.0,RO,77
2020,6,1.0,RR,6
2020,6,1.0,RS,79
2020,6,1.0,SC,30
2020,6,1.0,SE,105
2020,6,1.0,SP,213
2020,6,1.0,TO,42
2020,6,2.0,AL,3
2020,6,2.0,AM,26
2020,6,2.0,AP,2
2020,6,2.0,BA,9
2020,6,2.0,CE,48
2020,6,2.0,DF,1
2020,6,2.0,GO,3
2020,6,2.0,MA,15
2020,6,2.0,MS,3
2020,6,2.0,MT,4
2020,6,2.0,PA,22
2020,6,2.0,PB,3
2020,6,2.0,PE,11
2020,6,2.0,PI,4
2020,6,2.0,PR,1
2020,6,2.0,RO,3
2020,6,2.0,RR,3
2020,6,2.0,RS,2
2020,6,2.0,SC,1
2020,6,2.0,SE,7
2020,6,2.0,SP,1
2020,6,2.0,TO,3
2020,6,1.0,AC,13
2020,6,1.0,AL,42
2020,6,1.0,AM,232
2020,6,1.0,AP,17
2020,6,1.0,BA,141
2020,6,1.0,CE,599
2020,6,1.0,DF,30
2020,6,1.0,ES,38
2020,6,1.0,GO,164
2020,6,1.0,MA,40
2020,6,1.0,MG,135
2020,6,1.0,MS,26
2020,6,1.0,MT,34
2020,6,1.0,PA,147
2020,6,1.0,PB,67
2020,6,1.0,PE,99
2020,6,1.0,PI,45
2020,6,1.0,PR,66
2020,6,1.0,RJ,166
2020,6,1.0,RN,42
2020,6,1.0,RO,75
2020,6,1.0,RR,4
2020,6,1.0,RS,73
2020,6,1.0,SC,31
2020,6,1.0,SE,74
2020,6,1.0,SP,176
2020,6,1.0,TO,41
2020,6,2.0,AC,2
2020,6,2.0,AM,20
2020,6,2.0,BA,9
2020,6,2.0,CE,47
2020,6,2.0,DF,1
2020,6,2.0,GO,2
2020,6,2.0,MA,9
2020,6,2.0,MG,1
2020,6,2.0,MS,2
2020,6,2.0,MT,4
2020,6,2.0,PA,8
2020,6,2.0,PB,3
2020,6,2.0,PE,11
2020,6,2.0,PI,3
2020,6,2.0,PR,3
2020,6,2.0,RJ,1
2020,6,2.0,RN,2
2020,6,2.0,RO,2
2020,6,2.0,RS,1
2020,6,2.0,SE,2
2020,6,2.0,TO,5
2020,6,1.0,AC,32
2020,6,1.0,AL,102
2020,6,1.0,AM,761
2020,6,1.0,AP,41
2020,6,1.0,BA,428
2020,6,1.0,CE,1744
2020,6,1.0,DF,78
2020,6,1.0,ES,114
2020,6,1.0,GO,515
2020,6,1.0,MA,133
2020,6,1.0,MG,431
2020,6,1.0,MS,104
2020,6,1.0,MT,88
2020,6,1.0,PA,447
2020,6,1.0,PB,182
2020,6,1.0,PE,448
2020,6,1.0,PI,143
2020,6,1.0,PR,222
2020,6,1.0,RJ,444
2020,6,1.0,RN,128
2020,6,1.0,RO,212
2020,6,1.0,RR,18
2020,6,1.0,RS,189
2020,6,1.0,SC,83
2020,6,1.0,SE,178
2020,6,1.0,SP,583
2020,6,1.0,TO,132
2020,6,2.0,AC,5
2020,6,2.0,AL,6
2020,6,2.0,AM,66
2020,6,2.0,AP,3
2020,6,2.0,BA,17
2020,6,2.0,CE,123
2020,6,2.0,DF,4
2020,6,2.0,ES,1
2020,6,2.0,GO,5
2020,6,2.0,MA,30
2020,6,2.0,MG,1
2020,6,2.0,MS,6
2020,6,2.0,MT,5
2020,6,2.0,PA,24
2020,6,2.0,PB,9
2020,6,2.0,PE,30
2020,6,2.0,PI,8
2020,6,2.0,PR,2
2020,6,2.0,RJ,11
2020,6,2.0,RN,1
2020,6,2.0,RO,3
2020,6,2.0,RR,2
2020,6,2.0,RS,1
2020,6,2.0,SC,3
2020,6,2.0,SE,9
2020,6,2.0,SP,1
2020,6,2.0,TO,15
2020,6,1.0,AC,21
2020,6,1.0,AL,65
2020,6,1.0,AM,428
2020,6,1.0,AP,19
2020,6,1.0,BA,227
2020,6,1.0,CE,1249
2020,6,1.0,DF,32
2020,6,1.0,ES,70
2020,6,1.0,GO,410
2020,6,1.0,MA,90
2020,6,1.0,MG,203
2020,6,1.0,MS,47
2020,6,1.0,MT,48
2020,6,1.0,PA,236
2020,6,1.0,PB,126
2020,6,1.0,PE,314
2020,6,1.0,PI,123
2020,6,1.0,PR,93
2020,6,1.0,RJ,233
2020,6,1.0,RN,62
2020,6,1.0,RO,134
2020,6,1.0,RR,6
2020,6,1.0,RS,105
2020,6,1.0,SC,48
2020,6,1.0,SE,100
2020,6,1.0,SP,294
2020,6,1.0,TO,73
2020,6,2.0,AL,2
2020,6,2.0,AM,54
2020,6,2.0,AP,3
2020,6,2.0,BA,17
2020,6,2.0,CE,106
2020,6,2.0,DF,2
2020,6,2.0,GO,6
2020,6,2.0,MA,18
2020,6,2.0,MG,6
2020,6,2.0,MS,2
2020,6,2.0,MT,4
2020,6,2.0,PA,12
2020,6,2.0,PB,2
2020,6,2.0,PE,24
2020,6,2.0,PI,7
2020,6,2.0,PR,3
2020,6,2.0,RJ,9
2020,6,2.0,RN,2
2020,6,2.0,RO,2
2020,6,2.0,RR,2
2020,6,2.0,RS,1
2020,6,2.0,SE,5
2020,6,2.0,SP,2
2020,6,2.0,TO,6
2020,6,1.0,AC,4
2020,6,1.0,AL,38
2020,6,1.0,AM,276
2020,6,1.0,AP,18
2020,6,1.0,BA,164
2020,6,1.0,CE,806
2020,6,1.0,DF,30
2020,6,1.0,ES,57
2020,6,1.0,GO,326
2020,6,1.0,MA,52
2020,6,1.0,MG,167
2020,6,1.0,MS,36
2020,6,1.0,MT,40
2020,6,1.0,PA,162
2020,6,1.0,PB,87
2020,6,1.0,PE,235
2020,6,1.0,PI,63
2020,6,1.0,PR,60
2020,6,1.0,RJ,203
2020,6,1.0,RN,45
2020,6,1.0,RO,94
2020,6,1.0,RR,3
2020,6,1.0,RS,76
2020,6,1.0,SC,28
2020,6,1.0,SE,58
2020,6,1.0,SP,270
2020,6,1.0,TO,48
2020,6,2.0,AL,1
2020,6,2.0,AM,30
2020,6,2.0,AP,1
2020,6,2.0,BA,7
2020,6,2.0,CE,69
2020,6,2.0,DF,3
2020,6,2.0,ES,1
2020,6,2.0,GO,3
2020,6,2.0,MA,9
2020,6,2.0,MG,2
2020,6,2.0,MS,2
2020,6,2.0,MT,2
2020,6,2.0,PA,6
2020,6,2.0,PB,2
2020,6,2.0,PE,11
2020,6,2.0,PI,6
2020,6,2.0,RJ,1
2020,6,2.0,RO,3
2020,6,2.0,RS,1
2020,6,2.0,SC,2
2020,6,2.0,SE,6
2020,6,2.0,SP,2
2020,6,2.0,TO,8
2020,6,1.0,AC,5
2020,6,1.0,AL,25
2020,6,1.0,AM,124
2020,6,1.0,AP,3
2020,6,1.0,BA,103
2020,6,1.0,CE,504
2020,6,1.0,DF,31
2020,6,1.0,ES,33
2020,6,1.0,GO,203
2020,6,1.0,MA,22
2020,6,1.0,MG,121
2020,6,1.0,MS,32
2020,6,1.0,MT,26
2020,6,1.0,PA,108
2020,6,1.0,PB,57
2020,6,1.0,PE,140
2020,6,1.0,PI,45
2020,6,1.0,PR,52
2020,6,1.0,RJ,133
2020,6,1.0,RN,23
2020,6,1.0,RO,50
2020,6,1.0,RR,2
2020,6,1.0,RS,37
2020,6,1.0,SC,20
2020,6,1.0,SE,27
2020,6,1.0,SP,212
2020,6,1.0,TO,28
2020,6,2.0,AL,3
2020,6,2.0,AM,17
2020,6,2.0,AP,1
2020,6,2.0,BA,4
2020,6,2.0,CE,25
2020,6,2.0,DF,1
2020,6,2.0,GO,2
2020,6,2.0,MA,8
2020,6,2.0,MS,3
2020,6,2.0,MT,2
2020,6,2.0,PA,4
2020,6,2.0,PE,8
2020,6,2.0,PI,4
2020,6,2.0,PR,1
2020,6,2.0,RS,2
2020,6,2.0,SC,1
2020,6,2.0,SE,2
2020,6,2.0,TO,3
2020,6,1.0,AC,5
2020,6,1.0,AL,16
2020,6,1.0,AM,82
2020,6,1.0,AP,3
2020,6,1.0,BA,39
2020,6,1.0,CE,330
2020,6,1.0,DF,18
2020,6,1.0,ES,35
2020,6,1.0,GO,132
2020,6,1.0,MA,18
2020,6,1.0,MG,113
2020,6,1.0,MS,17
2020,6,1.0,MT,16
2020,6,1.0,PA,54
2020,6,1.0,PB,24
2020,6,1.0,PE,97
2020,6,1.0,PI,29
2020,6,1.0,PR,40
2020,6,1.0,RJ,147
2020,6,1.0,RN,10
2020,6,1.0,RO,19
2020,6,1.0,RR,3
2020,6,1.0,RS,43
2020,6,1.0,SC,12
2020,6,1.0,SE,23
2020,6,1.0,SP,182
2020,6,1.0,TO,12
2020,6,2.0,AM,10
2020,6,2.0,BA,3
2020,6,2.0,CE,19
2020,6,2.0,DF,1
2020,6,2.0,GO,2
2020,6,2.0,MA,4
2020,6,2.0,MG,1
2020,6,2.0,PA,4
2020,6,2.0,PB,1
2020,6,2.0,PE,7
2020,6,2.0,PI,2
2020,6,2.0,RJ,1
2020,6,2.0,RN,1
2020,6,2.0,RS,1
2020,6,1.0,AC,2
2020,6,1.0,AL,6
2020,6,1.0,AM,37
2020,6,1.0,AP,3
2020,6,1.0,BA,32
2020,6,1.0,CE,164
2020,6,1.0,DF,10
2020,6,1.0,ES,19
2020,6,1.0,GO,64
2020,6,1.0,MA,8
2020,6,1.0,MG,69
2020,6,1.0,MS,10
2020,6,1.0,MT,11
2020,6,1.0,PA,30
2020,6,1.0,PB,18
2020,6,1.0,PE,43
2020,6,1.0,PI,14
2020,6,1.0,PR,23
2020,6,1.0,RJ,89
2020,6,1.0,RN,6
2020,6,1.0,RO,13
2020,6,1.0,RS,26
2020,6,1.0,SC,12
2020,6,1.0,SE,9
2020,6,1.0,SP,123
2020,6,1.0,TO,7
2020,6,2.0,AM,1
2020,6,2.0,BA,1
2020,6,2.0,CE,15
2020,6,2.0,ES,1
2020,6,2.0,MA,1
2020,6,2.0,MT,1
2020,6,2.0,PA,1
2020,6,2.0,PE,1
2020,6,1.0,AL,5
2020,6,1.0,AM,17
2020,6,1.0,AP,2
2020,6,1.0,BA,8
2020,6,1.0,CE,93
2020,6,1.0,DF,6
2020,6,1.0,ES,3
2020,6,1.0,GO,32
2020,6,1.0,MA,3
2020,6,1.0,MG,27
2020,6,1.0,MS,4
2020,6,1.0,MT,5
2020,6,1.0,PA,17
2020,6,1.0,PB,6
2020,6,1.0,PE,29
2020,6,1.0,PI,5
2020,6,1.0,PR,5
2020,6,1.0,RJ,56
2020,6,1.0,RN,3
2020,6,1.0,RO,7
2020,6,1.0,RS,15
2020,6,1.0,SC,2
2020,6,1.0,SE,4
2020,6,1.0,SP,54
2020,6,1.0,TO,5
2020,6,2.0,AM,4
2020,6,2.0,CE,8
2020,6,2.0,MS,1
2020,6,2.0,PE,1
2020,6,2.0,RJ,1
2020,6,2.0,RS,1
2020,6,1.0,AL,1
2020,6,1.0,AM,11
2020,6,1.0,BA,6
2020,6,1.0,CE,22
2020,6,1.0,ES,2
2020,6,1.0,GO,3
2020,6,1.0,MG,11
2020,6,1.0,MS,1
2020,6,1.0,MT,2
2020,6,1.0,PA,9
2020,6,1.0,PB,2
2020,6,1.0,PE,7
2020,6,1.0,PI,3
2020,6,1.0,PR,3
2020,6,1.0,RJ,20
2020,6,1.0,RN,1
2020,6,1.0,RO,1
2020,6,1.0,RR,1
2020,6,1.0,RS,5
2020,6,1.0,SE,2
2020,6,1.0,SP,15
2020,6,1.0,TO,2
2020,6,2.0,BA,1
2020,6,2.0,CE,6
2020,6,1.0,AL,2
2020,6,1.0,AM,2
2020,6,1.0,CE,5
2020,6,1.0,DF,1
2020,6,1.0,GO,5
2020,6,1.0,MG,5
2020,6,1.0,MS,1
2020,6,1.0,PA,3
2020,6,1.0,PI,1
2020,6,1.0,RJ,5
2020,6,1.0,RN,1
2020,6,1.0,RO,1
2020,6,1.0,RR,1
2020,6,1.0,RS,1
2020,6,1.0,SE,1
2020,6,1.0,SP,6
2020,6,2.0,CE,4
2020,6,2.0,MG,1
2020,6,1.0,AM,1
2020,6,1.0,BA,2
2020,6,1.0,CE,3
2020,6,1.0,GO,4
2020,6,1.0,MG,4
2020,6,1.0,MS,2
2020,6,1.0,PA,2
2020,6,1.0,PE,1
2020,6,1.0,RJ,2
2020,6,1.0,SC,1
2020,6,1.0,SP,3
2020,6,2.0,CE,1
2021,1,1.0,AC,40
2021,1,1.0,AL,144
2021,1,1.0,AM,242
2021,1,1.0,AP,71
2021,1,1.0,BA,665
2021,1,1.0,CE,527
2021,1,1.0,DF,150
2021,1,1.0,ES,75
2021,1,1.0,GO,440
2021,1,1.0,MA,592
2021,1,1.0,MG,194
2021,1,1.0,MS,81
2021,1,1.0,MT,106
2021,1,1.0,PA,765
2021,1,1.0,PB,616
2021,1,1.0,PE,958
2021,1,1.0,PI,288
2021,1,1.0,PR,244
2021,1,1.0,RJ,472
2021,1,1.0,RN,133
2021,1,1.0,RO,66
2021,1,1.0,RR,14
2021,1,1.0,RS,111
2021,1,1.0,SC,255
2021,1,1.0,SE,219
2021,1,1.0,SP,422
2021,1,1.0,TO,128
2021,1,2.0,AC,2
2021,1,2.0,AL,2
2021,1,2.0,AM,30
2021,1,2.0,AP,2
2021,1,2.0,BA,25
2021,1,2.0,CE,18
2021,1,2.0,DF,2
2021,1,2.0,ES,1
2021,1,2.0,GO,10
2021,1,2.0,MA,49
2021,1,2.0,MG,2
2021,1,2.0,MT,2
2021,1,2.0,PA,20
2021,1,2.0,PB,16
2021,1,2.0,PE,21
2021,1,2.0,PI,8
2021,1,2.0,PR,4
2021,1,2.0,RJ,10
2021,1,2.0,RN,4
2021,1,2.0,RO,5
2021,1,2.0,RR,2
2021,1,2.0,RS,5
2021,1,2.0,SC,2
2021,1,2.0,SE,3
2021,1,2.0,SP,9
2021,1,2.0,TO,4
2021,2,1.0,AC,1203
2021,2,1.0,AL,3753
2021,2,1.0,AM,8725
2021,2,1.0,AP,1028
2021,2,1.0,BA,13651
2021,2,1.0,CE,29432
2021,2,1.0,DF,7439
2021,2,1.0,ES,4860
2021,2,1.0,GO,15388
2021,2,1.0,MA,8615
2021,2,1.0,MG,26987
2021,2,1.0,MS,6167
2021,2,1.0,MT,4722
2021,2,1.0,PA,9287
2021,2,1.0,PB,7185
2021,2,1.0,PE,15997
2021,2,1.0,PI,5166
2021,2,1.0,PR,26860
2021,2,1.0,RJ,20372
2021,2,1.0,RN,3799
2021,2,1.0,RO,1971
2021,2,1.0,RR,524
2021,2,1.0,RS,10446
2021,2,1.0,SC,10097
2021,2,1.0,SE,3153
2021,2,1.0,SP,77537
2021,2,1.0,TO,2599
2021,2,2.0,AC,58
2021,2,2.0,AL,117
2021,2,2.0,AM,411
2021,2,2.0,AP,28
2021,2,2.0,BA,425
2021,2,2.0,CE,1627
2021,2,2.0,DF,132
2021,2,2.0,ES,166
2021,2,2.0,GO,363
2021,2,2.0,MA,589
2021,2,2.0,MG,740
2021,2,2.0,MS,187
2021,2,2.0,MT,305
2021,2,2.0,PA,311
2021,2,2.0,PB,202
2021,2,2.0,PE,555
2021,2,2.0,PI,125
2021,2,2.0,PR,837
2021,2,2.0,RJ,347
2021,2,2.0,RN,63
2021,2,2.0,RO,95
2021,2,2.0,RR,34
2021,2,2.0,RS,366
2021,2,2.0,SC,242
2021,2,2.0,SE,93
2021,2,2.0,SP,912
2021,2,2.0,TO,148
2021,3,1.0,AC,1241
2021,3,1.0,AL,4117
2021,3,1.0,AM,12178
2021,3,1.0,AP,1203
2021,3,1.0,BA,16155
2021,3,1.0,CE,36100
2021,3,1.0,DF,7190
2021,3,1.0,ES,9066
2021,3,1.0,GO,19057
2021,3,1.0,MA,7972
2021,3,1.0,MG,28293
2021,3,1.0,MS,2726
2021,3,1.0,MT,5824
2021,3,1.0,PA,10117
2021,3,1.0,PB,5483
2021,3,1.0,PE,16015
2021,3,1.0,PI,4966
2021,3,1.0,PR,10524
2021,3,1.0,RJ,23191
2021,3,1.0,RN,5144
2021,3,1.0,RO,3899
2021,3,1.0,RR,911
2021,3,1.0,RS,17973
2021,3,1.0,SC,13394
2021,3,1.0,SE,3140
2021,3,1.0,SP,54504
2021,3,1.0,TO,2382
2021,3,2.0,AC,71
2021,3,2.0,AL,173
2021,3,2.0,AM,821
2021,3,2.0,AP,57
2021,3,2.0,BA,843
2021,3,2.0,CE,2368
2021,3,2.0,DF,167
2021,3,2.0,ES,349
2021,3,2.0,GO,387
2021,3,2.0,MA,663
2021,3,2.0,MG,959
2021,3,2.0,MS,205
2021,3,2.0,MT,475
2021,3,2.0,PA,463
2021,3,2.0,PB,232
2021,3,2.0,PE,847
2021,3,2.0,PI,155
2021,3,2.0,PR,185
2021,3,2.0,RJ,488
2021,3,2.0,RN,165
2021,3,2.0,RO,211
2021,3,2.0,RR,64
2021,3,2.0,RS,642
2021,3,2.0,SC,390
2021,3,2.0,SE,136
2021,3,2.0,SP,505
2021,3,2.0,TO,158
2021,4,1.0,AC,244
2021,4,1.0,AL,1237
2021,4,1.0,AM,3968
2021,4,1.0,AP,281
2021,4,1.0,BA,8093
2021,4,1.0,CE,10142
2021,4,1.0,DF,1277
2021,4,1.0,ES,1923
2021,4,1.0,GO,4054
2021,4,1.0,MA,1544
2021,4,1.0,MG,3958
2021,4,1.0,MS,737
2021,4,1.0,MT,709
2021,4,1.0,PA,2862
2021,4,1.0,PB,1778
2021,4,1.0,PE,3630
2021,4,1.0,PI,1435
2021,4,1.0,PR,2312
2021,4,1.0,RJ,5565
2021,4,1.0,RN,2191
2021,4,1.0,RO,688
2021,4,1.0,RR,135
