NU_ANO,TP_LOCALIZACAO_ESC,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2021,1.0,6,PI,81
2021,1.0,6,PR,89
2021,1.0,6,RJ,286
2021,1.0,6,RN,146
2021,1.0,6,RO,52
2021,1.0,6,RR,4
2021,1.0,6,RS,150
2021,1.0,6,SC,38
2021,1.0,6,SE,81
2021,1.0,6,SP,142
2021,1.0,6,TO,19
2021,1.0,6,AC,10
2021,1.0,6,AL,27
2021,1.0,6,AM,334
2021,1.0,6,AP,6
2021,1.0,6,BA,286
2021,1.0,6,CE,587
2021,1.0,6,DF,30
2021,1.0,6,ES,31
2021,1.0,6,GO,221
2021,1.0,6,MA,33
2021,1.0,6,MG,154
2021,1.0,6,MS,30
2021,1.0,6,MT,33
2021,1.0,6,PA,120
2021,1.0,6,PB,87
2021,1.0,6,PE,100
2021,1.0,6,PI,47
2021,1.0,6,PR,60
2021,1.0,6,RJ,189
2021,1.0,6,RN,81
2021,1.0,6,RO,30
2021,1.0,6,RR,5
2021,1.0,6,RS,96
2021,1.0,6,SC,21
2021,1.0,6,SE,58
2021,1.0,6,SP,110
2021,1.0,6,TO,24
2021,1.0,6,AC,6
2021,1.0,6,AL,27
2021,1.0,6,AM,303
2021,1.0,6,AP,13
2021,1.0,6,BA,184
2021,1.0,6,CE,465
2021,1.0,6,DF,24
2021,1.0,6,ES,30
2021,1.0,6,GO,207
2021,1.0,6,MA,29
2021,1.0,6,MG,120
2021,1.0,6,MS,19
2021,1.0,6,MT,23
2021,1.0,6,PA,103
2021,1.0,6,PB,58
2021,1.0,6,PE,81
2021,1.0,6,PI,28
2021,1.0,6,PR,54
2021,1.0,6,RJ,150
2021,1.0,6,RN,46
2021,1.0,6,RO,25
2021,1.0,6,RR,6
2021,1.0,6,RS,73
2021,1.0,6,SC,20
2021,1.0,6,SE,31
2021,1.0,6,SP,109
2021,1.0,6,TO,15
2021,1.0,6,AC,7
2021,1.0,6,AL,17
2021,1.0,6,AM,231
2021,1.0,6,AP,3
2021,1.0,6,BA,121
2021,1.0,6,CE,368
2021,1.0,6,DF,22
2021,1.0,6,ES,24
2021,1.0,6,GO,199
2021,1.0,6,MA,21
2021,1.0,6,MG,99
2021,1.0,6,MS,13
2021,1.0,6,MT,32
2021,1.0,6,PA,88
2021,1.0,6,PB,39
2021,1.0,6,PE,50
2021,1.0,6,PI,22
2021,1.0,6,PR,35
2021,1.0,6,RJ,90
2021,1.0,6,RN,27
2021,1.0,6,RO,28
2021,1.0,6,RS,47
2021,1.0,6,SC,9
2021,1.0,6,SE,23
2021,1.0,6,SP,85
2021,1.0,6,TO,13
2021,1.0,6,AC,25
2021,1.0,6,AL,56
2021,1.0,6,AM,849
2021,1.0,6,AP,22
2021,1.0,6,BA,377
2021,1.0,6,CE,1088
2021,1.0,6,DF,64
2021,1.0,6,ES,68
2021,1.0,6,GO,644
2021,1.0,6,MA,70
2021,1.0,6,MG,321
2021,1.0,6,MS,65
2021,1.0,6,MT,62
2021,1.0,6,PA,256
2021,1.0,6,PB,123
2021,1.0,6,PE,167
2021,1.0,6,PI,78
2021,1.0,6,PR,140
2021,1.0,6,RJ,281
2021,1.0,6,RN,97
2021,1.0,6,RO,73
2021,1.0,6,RR,9
2021,1.0,6,RS,137
2021,1.0,6,SC,56
2021,1.0,6,SE,67
2021,1.0,6,SP,299
2021,1.0,6,TO,41
2021,1.0,6,AC,5
2021,1.0,6,AL,37
2021,1.0,6,AM,551
2021,1.0,6,AP,11
2021,1.0,6,BA,174
2021,1.0,6,CE,667
2021,1.0,6,DF,21
2021,1.0,6,ES,41
2021,1.0,6,GO,486
2021,1.0,6,MA,40
2021,1.0,6,MG,209
2021,1.0,6,MS,30
2021,1.0,6,MT,25
2021,1.0,6,PA,107
2021,1.0,6,PB,87
2021,1.0,6,PE,137
2021,1.0,6,PI,65
2021,1.0,6,PR,74
2021,1.0,6,RJ,136
2021,1.0,6,RN,55
2021,1.0,6,RO,55
2021,1.0,6,RR,1
2021,1.0,6,RS,68
2021,1.0,6,SC,28
2021,1.0,6,SE,21
2021,1.0,6,SP,165
2021,1.0,6,TO,24
2021,1.0,6,AC,7
2021,1.0,6,AL,29
2021,1.0,6,AM,345
2021,1.0,6,AP,7
2021,1.0,6,BA,119
2021,1.0,6,CE,458
2021,1.0,6,DF,22
2021,1.0,6,ES,33
2021,1.0,6,GO,390
2021,1.0,6,MA,26
2021,1.0,6,MG,128
2021,1.0,6,MS,17
2021,1.0,6,MT,17
2021,1.0,6,PA,79
2021,1.0,6,PB,65
2021,1.0,6,PE,108
2021,1.0,6,PI,48
2021,1.0,6,PR,56
2021,1.0,6,RJ,116
2021,1.0,6,RN,32
2021,1.0,6,RO,38
2021,1.0,6,RR,1
2021,1.0,6,RS,53
2021,1.0,6,SC,17
2021,1.0,6,SE,16
2021,1.0,6,SP,122
2021,1.0,6,TO,17
2021,1.0,6,AC,2
2021,1.0,6,AL,13
2021,1.0,6,AM,164
2021,1.0,6,AP,3
2021,1.0,6,BA,61
2021,1.0,6,CE,261
2021,1.0,6,DF,26
2021,1.0,6,ES,21
2021,1.0,6,GO,252
2021,1.0,6,MA,6
2021,1.0,6,MG,75
2021,1.0,6,MS,14
2021,1.0,6,MT,13
2021,1.0,6,PA,39
2021,1.0,6,PB,36
2021,1.0,6,PE,67
2021,1.0,6,PI,33
2021,1.0,6,PR,44
2021,1.0,6,RJ,91
2021,1.0,6,RN,25
2021,1.0,6,RO,19
2021,1.0,6,RS,33
2021,1.0,6,SC,12
2021,1.0,6,SE,10
2021,1.0,6,SP,104
2021,1.0,6,TO,9
2021,1.0,6,AC,3
2021,1.0,6,AL,9
2021,1.0,6,AM,78
2021,1.0,6,AP,1
2021,1.0,6,BA,23
2021,1.0,6,CE,158
2021,1.0,6,DF,6
2021,1.0,6,ES,22
2021,1.0,6,GO,134
2021,1.0,6,MA,1
2021,1.0,6,MG,82
2021,1.0,6,MS,7
2021,1.0,6,MT,8
2021,1.0,6,PA,24
2021,1.0,6,PB,25
2021,1.0,6,PE,37
2021,1.0,6,PI,15
2021,1.0,6,PR,31
2021,1.0,6,RJ,47
2021,1.0,6,RN,11
2021,1.0,6,RO,7
2021,1.0,6,RS,20
2021,1.0,6,SC,12
2021,1.0,6,SE,5
2021,1.0,6,SP,69
2021,1.0,6,TO,3
2021,1.0,6,AC,1
2021,1.0,6,AL,3
2021,1.0,6,AM,31
2021,1.0,6,AP,1
2021,1.0,6,BA,17
2021,1.0,6,CE,100
2021,1.0,6,DF,10
2021,1.0,6,ES,2
2021,1.0,6,GO,57
2021,1.0,6,MA,4
2021,1.0,6,MG,33
2021,1.0,6,MS,4
2021,1.0,6,MT,6
2021,1.0,6,PA,21
2021,1.0,6,PB,9
2021,1.0,6,PE,29
2021,1.0,6,PI,7
2021,1.0,6,PR,15
2021,1.0,6,RJ,40
2021,1.0,6,RN,5
2021,1.0,6,RO,4
2021,1.0,6,RR,1
2021,1.0,6,RS,15
2021,1.0,6,SC,8
2021,1.0,6,SE,5
2021,1.0,6,SP,48
2021,1.0,6,TO,1
2021,1.0,6,AL,3
2021,1.0,6,AM,19
2021,1.0,6,BA,11
2021,1.0,6,CE,64
2021,1.0,6,DF,5
2021,1.0,6,ES,6
2021,1.0,6,GO,28
2021,1.0,6,MA,2
2021,1.0,6,MG,21
2021,1.0,6,MS,4
2021,1.0,6,MT,5
2021,1.0,6,PA,12
2021,1.0,6,PB,7
2021,1.0,6,PE,8
2021,1.0,6,PR,6
2021,1.0,6,RJ,28
2021,1.0,6,RN,1
2021,1.0,6,RO,1
2021,1.0,6,RS,3
2021,1.0,6,SC,3
2021,1.0,6,SP,22
2021,1.0,6,AM,9
2021,1.0,6,BA,2
2021,1.0,6,CE,23
2021,1.0,6,DF,1
2021,1.0,6,ES,3
2021,1.0,6,GO,16
2021,1.0,6,MG,3
2021,1.0,6,MS,1
2021,1.0,6,PA,2
2021,1.0,6,PB,1
2021,1.0,6,PE,3
2021,1.0,6,PI,1
2021,1.0,6,PR,3
2021,1.0,6,RJ,15
2021,1.0,6,RO,1
2021,1.0,6,RS,4
2021,1.0,6,SP,12
2021,1.0,6,AM,3
2021,1.0,6,CE,7
2021,1.0,6,DF,1
2021,1.0,6,ES,2
2021,1.0,6,GO,3
2021,1.0,6,MG,1
2021,1.0,6,PA,2
2021,1.0,6,PB,1
2021,1.0,6,PE,1
2021,1.0,6,RJ,2
2021,1.0,6,RO,1
2021,1.0,6,SC,1
2021,1.0,6,SP,7
2021,1.0,6,AM,2
2021,1.0,6,CE,5
2021,1.0,6,ES,1
2021,1.0,6,GO,2
2021,1.0,6,PB,3
2021,1.0,6,RJ,1
2021,1.0,6,RS,1
2021,1.0,6,SP,1
2021,2.0,1,AC,2
2021,2.0,1,AL,2
2021,2.0,1,AM,30
2021,2.0,1,AP,2
2021,2.0,1,BA,25
2021,2.0,1,CE,18
2021,2.0,1,DF,2
2021,2.0,1,ES,1
2021,2.0,1,GO,10
2021,2.0,1,MA,49
2021,2.0,1,MG,2
2021,2.0,1,MT,2
2021,2.0,1,PA,20
2021,2.0,1,PB,16
2021,2.0,1,PE,21
2021,2.0,1,PI,8
2021,2.0,1,PR,4
2021,2.0,1,RJ,10
2021,2.0,1,RN,4
2021,2.0,1,RO,5
2021,2.0,1,RR,2
2021,2.0,1,RS,5
2021,2.0,1,SC,2
2021,2.0,1,SE,3
2021,2.0,1,SP,9
2021,2.0,1,TO,4
2021,2.0,2,AC,58
2021,2.0,2,AL,117
2021,2.0,2,AM,411
2021,2.0,2,AP,28
2021,2.0,2,BA,425
2021,2.0,2,CE,1627
2021,2.0,2,DF,132
2021,2.0,2,ES,166
2021,2.0,2,GO,363
2021,2.0,2,MA,589
2021,2.0,2,MG,740
2021,2.0,2,MS,187
2021,2.0,2,MT,305
2021,2.0,2,PA,311
2021,2.0,2,PB,202
2021,2.0,2,PE,555
2021,2.0,2,PI,125
2021,2.0,2,PR,837
2021,2.0,2,RJ,347
2021,2.0,2,RN,63
2021,2.0,2,RO,95
2021,2.0,2,RR,34
2021,2.0,2,RS,366
2021,2.0,2,SC,242
2021,2.0,2,SE,93
2021,2.0,2,SP,912
2021,2.0,2,TO,148
2021,2.0,3,AC,71
2021,2.0,3,AL,173
2021,2.0,3,AM,821
2021,2.0,3,AP,57
2021,2.0,3,BA,843
2021,2.0,3,CE,2368
2021,2.0,3,DF,167
2021,2.0,3,ES,349
2021,2.0,3,GO,387
2021,2.0,3,MA,663
2021,2.0,3,MG,959
2021,2.0,3,MS,205
2021,2.0,3,MT,475
2021,2.0,3,PA,463
2021,2.0,3,PB,232
2021,2.0,3,PE,847
2021,2.0,3,PI,155
2021,2.0,3,PR,185
2021,2.0,3,RJ,488
2021,2.0,3,RN,165
2021,2.0,3,RO,211
2021,2.0,3,RR,64
2021,2.0,3,RS,642
2021,2.0,3,SC,390
2021,2.0,3,SE,136
2021,2.0,3,SP,505
2021,2.0,3,TO,158
2021,2.0,4,AC,30
2021,2.0,4,AL,33
2021,2.0,4,AM,320
2021,2.0,4,AP,19
2021,2.0,4,BA,451
2021,2.0,4,CE,544
2021,2.0,4,DF,54
2021,2.0,4,ES,117
2021,2.0,4,GO,92
2021,2.0,4,MA,158
2021,2.0,4,MG,176
2021,2.0,4,MS,76
2021,2.0,4,MT,62
2021,2.0,4,PA,154
2021,2.0,4,PB,57
2021,2.0,4,PE,226
2021,2.0,4,PI,63
2021,2.0,4,PR,31
2021,2.0,4,RJ,126
2021,2.0,4,RN,104
2021,2.0,4,RO,51
2021,2.0,4,RR,16
2021,2.0,4,RS,136
2021,2.0,4,SC,39
2021,2.0,4,SE,67
2021,2.0,4,SP,36
2021,2.0,4,TO,35
2021,2.0,5,AC,8
2021,2.0,5,AL,8
2021,2.0,5,AM,193
2021,2.0,5,AP,7
2021,2.0,5,BA,155
2021,2.0,5,CE,242
2021,2.0,5,DF,10
2021,2.0,5,ES,18
2021,2.0,5,GO,36
2021,2.0,5,MA,54
2021,2.0,5,MG,33
2021,2.0,5,MS,23
2021,2.0,5,MT,11
2021,2.0,5,PA,63
2021,2.0,5,PB,19
2021,2.0,5,PE,72
2021,2.0,5,PI,27
2021,2.0,5,PR,8
2021,2.0,5,RJ,17
2021,2.0,5,RN,40
2021,2.0,5,RO,11
2021,2.0,5,RR,3
2021,2.0,5,RS,41
2021,2.0,5,SC,3
2021,2.0,5,SE,26
2021,2.0,5,SP,8
2021,2.0,5,TO,21
2021,2.0,6,AC,1
2021,2.0,6,AL,4
2021,2.0,6,AM,103
2021,2.0,6,AP,1
2021,2.0,6,BA,63
2021,2.0,6,CE,110
2021,2.0,6,DF,4
2021,2.0,6,ES,9
2021,2.0,6,GO,20
2021,2.0,6,MA,14
2021,2.0,6,MG,6
2021,2.0,6,MS,8
2021,2.0,6,MT,2
2021,2.0,6,PA,21
2021,2.0,6,PB,10
2021,2.0,6,PE,24
2021,2.0,6,PI,12
2021,2.0,6,PR,2
2021,2.0,6,RJ,8
2021,2.0,6,RN,15
2021,2.0,6,RO,6
2021,2.0,6,RS,10
2021,2.0,6,SC,2
2021,2.0,6,SE,21
2021,2.0,6,SP,3
2021,2.0,6,TO,9
2021,2.0,6,AC,1
2021,2.0,6,AL,3
2021,2.0,6,AM,81
2021,2.0,6,AP,1
2021,2.0,6,BA,25
2021,2.0,6,CE,57
2021,2.0,6,DF,3
2021,2.0,6,GO,6
2021,2.0,6,MA,9
2021,2.0,6,MG,1
2021,2.0,6,MS,5
2021,2.0,6,MT,4
2021,2.0,6,PA,12
2021,2.0,6,PB,7
2021,2.0,6,PE,9
2021,2.0,6,PI,6
2021,2.0,6,PR,3
2021,2.0,6,RJ,12
2021,2.0,6,RN,10
2021,2.0,6,RO,2
2021,2.0,6,RS,3
2021,2.0,6,SC,1
2021,2.0,6,SE,14
2021,2.0,6,SP,4
2021,2.0,6,TO,3
2021,2.0,6,AC,2
2021,2.0,6,AM,43
2021,2.0,6,BA,19
2021,2.0,6,CE,57
2021,2.0,6,MA,7
2021,2.0,6,MS,2
2021,2.0,6,MT,2
2021,2.0,6,PA,9
2021,2.0,6,PB,7
2021,2.0,6,PE,5
2021,2.0,6,RJ,3
2021,2.0,6,RN,3
2021,2.0,6,RO,1
2021,2.0,6,RS,2
2021,2.0,6,SC,1
2021,2.0,6,SE,4
2021,2.0,6,TO,1
2021,2.0,6,AC,3
2021,2.0,6,AM,47
2021,2.0,6,AP,2
2021,2.0,6,BA,16
2021,2.0,6,CE,28
2021,2.0,6,ES,2
2021,2.0,6,GO,4
2021,2.0,6,MA,2
2021,2.0,6,MG,2
2021,2.0,6,MS,2
2021,2.0,6,PA,6
2021,2.0,6,PB,1
2021,2.0,6,PE,6
2021,2.0,6,PI,2
2021,2.0,6,RJ,2
2021,2.0,6,RN,4
2021,2.0,6,RO,3
2021,2.0,6,SC,1
2021,2.0,6,SE,5
2021,2.0,6,SP,1
2021,2.0,6,AM,28
2021,2.0,6,AP,1
2021,2.0,6,BA,9
2021,2.0,6,CE,28
2021,2.0,6,GO,6
2021,2.0,6,MA,6
2021,2.0,6,MG,3
2021,2.0,6,MT,1
2021,2.0,6,PA,5
2021,2.0,6,PE,2
2021,2.0,6,PI,1
2021,2.0,6,PR,1
2021,2.0,6,RJ,1
2021,2.0,6,RN,1
2021,2.0,6,RO,1
2021,2.0,6,SE,2
2021,2.0,6,AC,1
2021,2.0,6,AL,3
2021,2.0,6,AM,89
2021,2.0,6,AP,1
2021,2.0,6,BA,20
2021,2.0,6,CE,99
2021,2.0,6,DF,1
2021,2.0,6,GO,9
2021,2.0,6,MA,12
2021,2.0,6,MG,7
2021,2.0,6,MS,4
2021,2.0,6,MT,5
2021,2.0,6,PA,13
2021,2.0,6,PB,9
2021,2.0,6,PE,4
2021,2.0,6,PI,6
2021,2.0,6,PR,3
2021,2.0,6,RJ,5
2021,2.0,6,RN,4
2021,2.0,6,RO,7
2021,2.0,6,RS,3
2021,2.0,6,SC,1
2021,2.0,6,SE,4
2021,2.0,6,SP,2
2021,2.0,6,TO,8
2021,2.0,6,AL,2
2021,2.0,6,AM,41
2021,2.0,6,BA,13
2021,2.0,6,CE,56
2021,2.0,6,DF,2
2021,2.0,6,GO,13
2021,2.0,6,MA,8
2021,2.0,6,MG,3
2021,2.0,6,MT,4
2021,2.0,6,PA,7
2021,2.0,6,PB,7
2021,2.0,6,PE,7
2021,2.0,6,PI,3
2021,2.0,6,PR,1
2021,2.0,6,RJ,4
2021,2.0,6,RN,2
2021,2.0,6,RS,6
2021,2.0,6,SE,3
2021,2.0,6,SP,2
2021,2.0,6,TO,5
2021,2.0,6,AC,1
2021,2.0,6,AM,42
2021,2.0,6,BA,8
2021,2.0,6,CE,38
2021,2.0,6,DF,1
2021,2.0,6,GO,12
2021,2.0,6,MA,7
2021,2.0,6,MG,1
2021,2.0,6,MS,3
2021,2.0,6,MT,2
2021,2.0,6,PA,2
2021,2.0,6,PB,6
2021,2.0,6,PE,2
2021,2.0,6,PI,1
2021,2.0,6,PR,2
2021,2.0,6,RJ,1
2021,2.0,6,RO,2
2021,2.0,6,RS,1
2021,2.0,6,SC,1
2021,2.0,6,SE,2
2021,2.0,6,SP,2
2021,2.0,6,TO,1
2021,2.0,6,AC,1
2021,2.0,6,AM,33
2021,2.0,6,BA,9
2021,2.0,6,CE,28
2021,2.0,6,GO,1
2021,2.0,6,MA,2
2021,2.0,6,MS,3
2021,2.0,6,MT,2
2021,2.0,6,PA,3
2021,2.0,6,PE,4
2021,2.0,6,RJ,2
2021,2.0,6,RN,1
2021,2.0,6,SE,1
2021,2.0,6,SP,1
2021,2.0,6,TO,1
2021,2.0,6,AM,13
2021,2.0,6,BA,1
2021,2.0,6,CE,25
2021,2.0,6,MA,3
2021,2.0,6,MG,2
2021,2.0,6,MS,1
2021,2.0,6,PI,1
2021,2.0,6,PR,1
2021,2.0,6,RJ,2
2021,2.0,6,RN,1
2021,2.0,6,RR,1
2021,2.0,6,RS,1
2021,2.0,6,AL,1
2021,2.0,6,AM,5
2021,2.0,6,CE,25
2021,2.0,6,GO,2
2021,2.0,6,MA,2
2021,2.0,6,MS,1
2021,2.0,6,MT,1
2021,2.0,6,PA,1
2021,2.0,6,PB,3
2021,2.0,6,PR,1
2021,2.0,6,RJ,1
2021,2.0,6,RS,1
2021,2.0,6,AM,5
2021,2.0,6,BA,1
2021,2.0,6,CE,5
2021,2.0,6,MA,1
2021,2.0,6,PE,1
2021,2.0,6,PI,1
2021,2.0,6,RS,1
2021,2.0,6,AM,2
2021,2.0,6,BA,1
2021,2.0,6,CE,1
2021,2.0,6,CE,3
2022,1.0,1,AC,51
2022,1.0,1,AL,118
2022,1.0,1,AM,246
2022,1.0,1,AP,49
2022,1.0,1,BA,516
2022,1.0,1,CE,454
2022,1.0,1,DF,163
2022,1.0,1,ES,78
2022,1.0,1,GO,542
2022,1.0,1,MA,585
2022,1.0,1,MG,183
2022,1.0,1,MS,156
2022,1.0,1,MT,127
2022,1.0,1,PA,625
2022,1.0,1,PB,552
2022,1.0,1,PE,723
2022,1.0,1,PI,267
2022,1.0,1,PR,254
2022,1.0,1,RJ,418
2022,1.0,1,RN,126
2022,1.0,1,RO,52
2022,1.0,1,RR,18
2022,1.0,1,RS,109
2022,1.0,1,SC,184
2022,1.0,1,SE,175
2022,1.0,1,SP,444
2022,1.0,1,TO,103
2022,1.0,2,AC,1573
2022,1.0,2,AL,4806
2022,1.0,2,AM,8237
2022,1.0,2,AP,1222
2022,1.0,2,BA,14729
2022,1.0,2,CE,33597
2022,1.0,2,DF,8179
2022,1.0,2,ES,5246
2022,1.0,2,GO,16650
2022,1.0,2,MA,10512
2022,1.0,2,MG,26961
2022,1.0,2,MS,7095
2022,1.0,2,MT,5973
2022,1.0,2,PA,10812
2022,1.0,2,PB,8374
2022,1.0,2,PE,17041
2022,1.0,2,PI,5901
2022,1.0,2,PR,30434
2022,1.0,2,RJ,23999
2022,1.0,2,RN,4878
2022,1.0,2,RO,2359
2022,1.0,2,RR,586
2022,1.0,2,RS,11590
2022,1.0,2,SC,11163
2022,1.0,2,SE,3725
2022,1.0,2,SP,86205
2022,1.0,2,TO,3050
2022,1.0,3,AC,1739
2022,1.0,3,AL,6489
2022,1.0,3,AM,11359
2022,1.0,3,AP,1537
2022,1.0,3,BA,17346
2022,1.0,3,CE,42347
2022,1.0,3,DF,8432
2022,1.0,3,ES,10651
2022,1.0,3,GO,21181
2022,1.0,3,MA,10631
2022,1.0,3,MG,32921
2022,1.0,3,MS,3718
2022,1.0,3,MT,8187
2022,1.0,3,PA,13537
2022,1.0,3,PB,7266
2022,1.0,3,PE,18279
2022,1.0,3,PI,6310
2022,1.0,3,PR,13657
2022,1.0,3,RJ,30355
2022,1.0,3,RN,7036
2022,1.0,3,RO,5171
2022,1.0,3,RR,1213
2022,1.0,3,RS,21980
2022,1.0,3,SC,16806
2022,1.0,3,SE,4174
2022,1.0,3,SP,87012
2022,1.0,3,TO,2970
2022,1.0,4,AC,327
2022,1.0,4,AL,1993
2022,1.0,4,AM,2808
2022,1.0,4,AP,548
2022,1.0,4,BA,5260
2022,1.0,4,CE,10550
2022,1.0,4,DF,1439
2022,1.0,4,ES,2085
2022,1.0,4,GO,4162
2022,1.0,4,MA,2186
2022,1.0,4,MG,4009
2022,1.0,4,MS,816
2022,1.0,4,MT,875
2022,1.0,4,PA,4163
2022,1.0,4,PB,2163
2022,1.0,4,PE,3850
2022,1.0,4,PI,1868
2022,1.0,4,PR,2723
2022,1.0,4,RJ,7114
2022,1.0,4,RN,2627
2022,1.0,4,RO,811
2022,1.0,4,RR,135
2022,1.0,4,RS,4160
2022,1.0,4,SC,1853
2022,1.0,4,SE,1286
2022,1.0,4,SP,5829
2022,1.0,4,TO,542
2022,1.0,5,AC,130
2022,1.0,5,AL,599
2022,1.0,5,AM,918
2022,1.0,5,AP,164
2022,1.0,5,BA,2069
2022,1.0,5,CE,3926
2022,1.0,5,DF,328
2022,1.0,5,ES,460
2022,1.0,5,GO,1304
2022,1.0,5,MA,558
2022,1.0,5,MG,841
2022,1.0,5,MS,260
2022,1.0,5,MT,195
2022,1.0,5,PA,1541
2022,1.0,5,PB,843
2022,1.0,5,PE,1116
2022,1.0,5,PI,643
2022,1.0,5,PR,590
2022,1.0,5,RJ,2132
2022,1.0,5,RN,949
2022,1.0,5,RO,237
2022,1.0,5,RR,22
2022,1.0,5,RS,1300
2022,1.0,5,SC,374
2022,1.0,5,SE,565
2022,1.0,5,SP,785
2022,1.0,5,TO,166
2022,1.0,6,AC,50
2022,1.0,6,AL,211
2022,1.0,6,AM,393
2022,1.0,6,AP,48
2022,1.0,6,BA,848
2022,1.0,6,CE,1443
2022,1.0,6,DF,87
2022,1.0,6,ES,140
2022,1.0,6,GO,514
2022,1.0,6,MA,186
2022,1.0,6,MG,294
2022,1.0,6,MS,80
2022,1.0,6,MT,84
2022,1.0,6,PA,660
2022,1.0,6,PB,307
2022,1.0,6,PE,357
2022,1.0,6,PI,195
2022,1.0,6,PR,174
2022,1.0,6,RJ,778
2022,1.0,6,RN,304
2022,1.0,6,RO,107
2022,1.0,6,RR,11
2022,1.0,6,RS,454
2022,1.0,6,SC,92
2022,1.0,6,SE,255
2022,1.0,6,SP,240
2022,1.0,6,TO,68
2022,1.0,6,AC,24
2022,1.0,6,AL,72
2022,1.0,6,AM,267
2022,1.0,6,AP,30
2022,1.0,6,BA,390
2022,1.0,6,CE,772
2022,1.0,6,DF,56
2022,1.0,6,ES,58
2022,1.0,6,GO,254
2022,1.0,6,MA,94
2022,1.0,6,MG,193
2022,1.0,6,MS,55
2022,1.0,6,MT,50
2022,1.0,6,PA,336
2022,1.0,6,PB,149
2022,1.0,6,PE,144
2022,1.0,6,PI,90
2022,1.0,6,PR,80
2022,1.0,6,RJ,409
2022,1.0,6,RN,157
2022,1.0,6,RO,61
2022,1.0,6,RR,11
2022,1.0,6,RS,175
2022,1.0,6,SC,41
2022,1.0,6,SE,117
2022,1.0,6,SP,165
2022,1.0,6,TO,32
2022,1.0,6,AC,32
2022,1.0,6,AL,53
2022,1.0,6,AM,182
2022,1.0,6,AP,19
2022,1.0,6,BA,224
2022,1.0,6,CE,522
2022,1.0,6,DF,29
2022,1.0,6,ES,41
2022,1.0,6,GO,181
2022,1.0,6,MA,54
2022,1.0,6,MG,162
2022,1.0,6,MS,38
2022,1.0,6,MT,43
2022,1.0,6,PA,206
2022,1.0,6,PB,93
2022,1.0,6,PE,89
2022,1.0,6,PI,57
2022,1.0,6,PR,77
2022,1.0,6,RJ,226
2022,1.0,6,RN,100
2022,1.0,6,RO,47
2022,1.0,6,RR,8
2022,1.0,6,RS,110
2022,1.0,6,SC,20
2022,1.0,6,SE,63
2022,1.0,6,SP,124
2022,1.0,6,TO,12
2022,1.0,6,AC,18
2022,1.0,6,AL,29
2022,1.0,6,AM,154
2022,1.0,6,AP,6
2022,1.0,6,BA,156
2022,1.0,6,CE,339
2022,1.0,6,DF,23
2022,1.0,6,ES,35
2022,1.0,6,GO,132
2022,1.0,6,MA,34
2022,1.0,6,MG,115
2022,1.0,6,MS,33
2022,1.0,6,MT,29
2022,1.0,6,PA,141
2022,1.0,6,PB,80
2022,1.0,6,PE,71
2022,1.0,6,PI,40
2022,1.0,6,PR,63
2022,1.0,6,RJ,130
2022,1.0,6,RN,57
2022,1.0,6,RO,33
2022,1.0,6,RR,2
2022,1.0,6,RS,80
2022,1.0,6,SC,27
2022,1.0,6,SE,29
2022,1.0,6,SP,138
2022,1.0,6,TO,14
2022,1.0,6,AC,11
2022,1.0,6,AL,28
2022,1.0,6,AM,139
2022,1.0,6,AP,11
2022,1.0,6,BA,85
2022,1.0,6,CE,288
2022,1.0,6,DF,22
2022,1.0,6,ES,30
2022,1.0,6,GO,113
2022,1.0,6,MA,29
2022,1.0,6,MG,107
2022,1.0,6,MS,28
2022,1.0,6,MT,21
2022,1.0,6,PA,95
2022,1.0,6,PB,64
2022,1.0,6,PE,66
2022,1.0,6,PI,36
2022,1.0,6,PR,62
2022,1.0,6,RJ,132
2022,1.0,6,RN,53
2022,1.0,6,RO,25
2022,1.0,6,RR,5
2022,1.0,6,RS,55
2022,1.0,6,SC,8
2022,1.0,6,SE,36
2022,1.0,6,SP,107
2022,1.0,6,TO,13
2022,1.0,6,AC,43
2022,1.0,6,AL,97
2022,1.0,6,AM,486
2022,1.0,6,AP,19
2022,1.0,6,BA,269
2022,1.0,6,CE,902
2022,1.0,6,DF,59
2022,1.0,6,ES,109
2022,1.0,6,GO,401
2022,1.0,6,MA,76
2022,1.0,6,MG,296
2022,1.0,6,MS,74
2022,1.0,6,MT,95
2022,1.0,6,PA,346
2022,1.0,6,PB,183
2022,1.0,6,PE,179
2022,1.0,6,PI,100
2022,1.0,6,PR,166
2022,1.0,6,RJ,440
2022,1.0,6,RN,129
2022,1.0,6,RO,106
2022,1.0,6,RR,9
2022,1.0,6,RS,186
2022,1.0,6,SC,62
2022,1.0,6,SE,103
2022,1.0,6,SP,437
2022,1.0,6,TO,32
2022,1.0,6,AC,24
2022,1.0,6,AL,54
2022,1.0,6,AM,344
2022,1.0,6,AP,17
2022,1.0,6,BA,109
2022,1.0,6,CE,569
2022,1.0,6,DF,32
2022,1.0,6,ES,46
2022,1.0,6,GO,403
2022,1.0,6,MA,42
2022,1.0,6,MG,177
2022,1.0,6,MS,39
2022,1.0,6,MT,50
2022,1.0,6,PA,192
2022,1.0,6,PB,143
2022,1.0,6,PE,124
2022,1.0,6,PI,69
2022,1.0,6,PR,105
2022,1.0,6,RJ,260
2022,1.0,6,RN,77
2022,1.0,6,RO,71
2022,1.0,6,RR,7
2022,1.0,6,RS,106
2022,1.0,6,SC,32
2022,1.0,6,SE,65
