NU_ANO,TP_LOCALIZACAO_ESC,Q025,SG_UF_PROVA,QTD
2021,1.0,A,RR,128
2021,1.0,A,RS,825
2021,1.0,A,SC,342
2021,1.0,A,SE,1261
2021,1.0,A,SP,2462
2021,1.0,A,TO,782
2021,1.0,B,AC,2304
2021,1.0,B,AL,9329
2021,1.0,B,AM,19482
2021,1.0,B,AP,2370
2021,1.0,B,BA,42203
2021,1.0,B,CE,63143
2021,1.0,B,DF,16273
2021,1.0,B,ES,16148
2021,1.0,B,GO,38634
2021,1.0,B,MA,15663
2021,1.0,B,MG,60189
2021,1.0,B,MS,9730
2021,1.0,B,MT,11128
2021,1.0,B,PA,20293
2021,1.0,B,PB,14951
2021,1.0,B,PE,34445
2021,1.0,B,PI,10982
2021,1.0,B,PR,40470
2021,1.0,B,RJ,51470
2021,1.0,B,RN,12148
2021,1.0,B,RO,6682
2021,1.0,B,RR,1538
2021,1.0,B,RS,33752
2021,1.0,B,SC,25716
2021,1.0,B,SE,7112
2021,1.0,B,SP,136055
2021,1.0,B,TO,5256
2021,2.0,A,AC,84
2021,2.0,A,AL,49
2021,2.0,A,AM,1634
2021,2.0,A,AP,42
2021,2.0,A,BA,271
2021,2.0,A,CE,2043
2021,2.0,A,DF,76
2021,2.0,A,ES,36
2021,2.0,A,GO,177
2021,2.0,A,MA,543
2021,2.0,A,MG,158
2021,2.0,A,MS,83
2021,2.0,A,MT,75
2021,2.0,A,PA,408
2021,2.0,A,PB,101
2021,2.0,A,PE,367
2021,2.0,A,PI,127
2021,2.0,A,PR,73
2021,2.0,A,RJ,54
2021,2.0,A,RN,23
2021,2.0,A,RO,52
2021,2.0,A,RR,25
2021,2.0,A,RS,60
2021,2.0,A,SC,26
2021,2.0,A,SE,116
2021,2.0,A,SP,141
2021,2.0,A,TO,93
2021,2.0,B,AC,95
2021,2.0,B,AL,297
2021,2.0,B,AM,673
2021,2.0,B,AP,77
2021,2.0,B,BA,1813
2021,2.0,B,CE,3316
2021,2.0,B,DF,300
2021,2.0,B,ES,626
2021,2.0,B,GO,784
2021,2.0,B,MA,1043
2021,2.0,B,MG,1777
2021,2.0,B,MS,437
2021,2.0,B,MT,803
2021,2.0,B,PA,682
2021,2.0,B,PB,475
2021,2.0,B,PE,1418
2021,2.0,B,PI,284
2021,2.0,B,PR,1006
2021,2.0,B,RJ,975
2021,2.0,B,RN,394
2021,2.0,B,RO,343
2021,2.0,B,RR,95
2021,2.0,B,RS,1158
2021,2.0,B,SC,657
2021,2.0,B,SE,265
2021,2.0,B,SP,1344
2021,2.0,B,TO,301
2022,1.0,A,AC,913
2022,1.0,A,AL,1402
2022,1.0,A,AM,7524
2022,1.0,A,AP,580
2022,1.0,A,BA,3420
2022,1.0,A,CE,20970
2022,1.0,A,DF,562
2022,1.0,A,ES,836
2022,1.0,A,GO,3178
2022,1.0,A,MA,5031
2022,1.0,A,MG,2288
2022,1.0,A,MS,657
2022,1.0,A,MT,869
2022,1.0,A,PA,6896
2022,1.0,A,PB,1868
2022,1.0,A,PE,3534
2022,1.0,A,PI,2348
2022,1.0,A,PR,1066
2022,1.0,A,RJ,3637
2022,1.0,A,RN,994
2022,1.0,A,RO,596
2022,1.0,A,RR,151
2022,1.0,A,RS,1087
2022,1.0,A,SC,458
2022,1.0,A,SE,1520
2022,1.0,A,SP,4320
2022,1.0,A,TO,833
2022,1.0,B,AC,3135
2022,1.0,B,AL,13249
2022,1.0,B,AM,18432
2022,1.0,B,AP,3110
2022,1.0,B,BA,38788
2022,1.0,B,CE,75882
2022,1.0,B,DF,18380
2022,1.0,B,ES,18303
2022,1.0,B,GO,43479
2022,1.0,B,MA,20033
2022,1.0,B,MG,64375
2022,1.0,B,MS,11806
2022,1.0,B,MT,14966
2022,1.0,B,PA,26076
2022,1.0,B,PB,18578
2022,1.0,B,PE,38740
2022,1.0,B,PI,13344
2022,1.0,B,PR,47566
2022,1.0,B,RJ,63379
2022,1.0,B,RN,15606
2022,1.0,B,RO,8578
2022,1.0,B,RR,1882
2022,1.0,B,RS,39414
2022,1.0,B,SC,30278
2022,1.0,B,SE,9162
2022,1.0,B,SP,178101
2022,1.0,B,TO,6229
2022,2.0,A,AC,127
2022,2.0,A,AL,113
2022,2.0,A,AM,1047
2022,2.0,A,AP,113
2022,2.0,A,BA,329
2022,2.0,A,CE,1650
2022,2.0,A,DF,76
2022,2.0,A,ES,29
2022,2.0,A,GO,105
2022,2.0,A,MA,751
2022,2.0,A,MG,167
2022,2.0,A,MS,133
2022,2.0,A,MT,101
2022,2.0,A,PA,592
2022,2.0,A,PB,110
2022,2.0,A,PE,239
2022,2.0,A,PI,150
2022,2.0,A,PR,122
2022,2.0,A,RJ,91
2022,2.0,A,RN,36
2022,2.0,A,RO,34
2022,2.0,A,RR,45
2022,2.0,A,RS,86
2022,2.0,A,SC,15
2022,2.0,A,SE,129
2022,2.0,A,SP,161
2022,2.0,A,TO,132
2022,2.0,B,AC,197
2022,2.0,B,AL,567
2022,2.0,B,AM,705
2022,2.0,B,AP,130
2022,2.0,B,BA,1859
2022,2.0,B,CE,3871
2022,2.0,B,DF,334
2022,2.0,B,ES,706
2022,2.0,B,GO,753
2022,2.0,B,MA,1869
2022,2.0,B,MG,1839
2022,2.0,B,MS,569
2022,2.0,B,MT,944
2022,2.0,B,PA,1061
2022,2.0,B,PB,521
2022,2.0,B,PE,1658
2022,2.0,B,PI,464
2022,2.0,B,PR,1374
2022,2.0,B,RJ,1370
2022,2.0,B,RN,468
2022,2.0,B,RO,470
2022,2.0,B,RR,143
2022,2.0,B,RS,1304
2022,2.0,B,SC,811
2022,2.0,B,SE,336
2022,2.0,B,SP,2151
2022,2.0,B,TO,378
2023,1.0,A,AC,741
2023,1.0,A,AL,2173
2023,1.0,A,AM,6515
2023,1.0,A,AP,597
2023,1.0,A,BA,3458
2023,1.0,A,CE,17575
2023,1.0,A,DF,665
2023,1.0,A,ES,780
2023,1.0,A,GO,2603
2023,1.0,A,MA,5648
2023,1.0,A,MG,2382
2023,1.0,A,MS,520
2023,1.0,A,MT,869
2023,1.0,A,PA,6055
2023,1.0,A,PB,2837
2023,1.0,A,PE,3855
2023,1.0,A,PI,2678
2023,1.0,A,PR,1173
2023,1.0,A,RJ,3121
2023,1.0,A,RN,1091
2023,1.0,A,RO,567
2023,1.0,A,RR,146
2023,1.0,A,RS,967
2023,1.0,A,SC,455
2023,1.0,A,SE,1296
2023,1.0,A,SP,4498
2023,1.0,A,TO,680
2023,1.0,B,AC,2986
2023,1.0,B,AL,17256
2023,1.0,B,AM,18437
2023,1.0,B,AP,3480
2023,1.0,B,BA,37634
2023,1.0,B,CE,74926
2023,1.0,B,DF,18979
2023,1.0,B,ES,18898
2023,1.0,B,GO,42384
2023,1.0,B,MA,22956
2023,1.0,B,MG,62447
2023,1.0,B,MS,10772
2023,1.0,B,MT,14781
2023,1.0,B,PA,27054
2023,1.0,B,PB,20805
2023,1.0,B,PE,39687
2023,1.0,B,PI,14878
2023,1.0,B,PR,51307
2023,1.0,B,RJ,59267
2023,1.0,B,RN,15485
2023,1.0,B,RO,9198
2023,1.0,B,RR,1917
2023,1.0,B,RS,37494
2023,1.0,B,SC,30547
2023,1.0,B,SE,8890
2023,1.0,B,SP,180433
2023,1.0,B,TO,6013
2023,2.0,A,AC,183
2023,2.0,A,AL,200
2023,2.0,A,AM,825
2023,2.0,A,AP,122
2023,2.0,A,BA,322
2023,2.0,A,CE,1519
2023,2.0,A,DF,102
2023,2.0,A,ES,53
2023,2.0,A,GO,112
2023,2.0,A,MA,820
2023,2.0,A,MG,135
2023,2.0,A,MS,89
2023,2.0,A,MT,90
2023,2.0,A,PA,627
2023,2.0,A,PB,140
2023,2.0,A,PE,205
2023,2.0,A,PI,164
2023,2.0,A,PR,151
2023,2.0,A,RJ,96
2023,2.0,A,RN,40
2023,2.0,A,RO,19
2023,2.0,A,RR,54
2023,2.0,A,RS,50
2023,2.0,A,SC,19
2023,2.0,A,SE,78
2023,2.0,A,SP,174
2023,2.0,A,TO,118
2023,2.0,B,AC,287
2023,2.0,B,AL,848
2023,2.0,B,AM,744
2023,2.0,B,AP,130
2023,2.0,B,BA,2009
2023,2.0,B,CE,4114
2023,2.0,B,DF,287
2023,2.0,B,ES,807
2023,2.0,B,GO,796
2023,2.0,B,MA,2436
2023,2.0,B,MG,1908
2023,2.0,B,MS,543
2023,2.0,B,MT,1017
2023,2.0,B,PA,1266
2023,2.0,B,PB,682
2023,2.0,B,PE,1814
2023,2.0,B,PI,646
2023,2.0,B,PR,1480
2023,2.0,B,RJ,1329
2023,2.0,B,RN,485
2023,2.0,B,RO,408
2023,2.0,B,RR,166
2023,2.0,B,RS,1143
2023,2.0,B,SC,744
2023,2.0,B,SE,394
2023,2.0,B,SP,2254
2023,2.0,B,TO,406
