NU_ANO,Q022,TP_SEXO,SG_UF_PROVA,QTD
2021,C,M,PE,23245
2021,C,M,PI,9495
2021,C,M,PR,12656
2021,C,M,RJ,23454
2021,C,M,RN,10383
2021,C,M,RO,3533
2021,C,M,RR,791
2021,C,M,RS,15263
2021,C,M,SC,6895
2021,C,M,SE,6376
2021,C,M,SP,42101
2021,C,M,TO,3037
2021,D,F,AC,3075
2021,D,F,AL,9127
2021,D,F,AM,11944
2021,D,F,AP,3210
2021,D,F,BA,46887
2021,D,F,CE,27970
2021,D,F,DF,12101
2021,D,F,ES,13091
2021,D,F,GO,25894
2021,D,F,MA,19287
2021,D,F,MG,68797
2021,D,F,MS,8160
2021,D,F,MT,11116
2021,D,F,PA,26016
2021,D,F,PB,15478
2021,D,F,PE,32133
2021,D,F,PI,12519
2021,D,F,PR,31117
2021,D,F,RJ,46452
2021,D,F,RN,13802
2021,D,F,RO,5871
2021,D,F,RR,1453
2021,D,F,RS,32059
2021,D,F,SC,18587
2021,D,F,SE,8806
2021,D,F,SP,108053
2021,D,F,TO,5689
2021,D,M,AC,2125
2021,D,M,AL,5767
2021,D,M,AM,8670
2021,D,M,AP,2180
2021,D,M,BA,27388
2021,D,M,CE,21519
2021,D,M,DF,7473
2021,D,M,ES,8233
2021,D,M,GO,15876
2021,D,M,MA,12435
2021,D,M,MG,39564
2021,D,M,MS,4850
2021,D,M,MT,6332
2021,D,M,PA,17134
2021,D,M,PB,10969
2021,D,M,PE,21120
2021,D,M,PI,8311
2021,D,M,PR,18430
2021,D,M,RJ,28094
2021,D,M,RN,9795
2021,D,M,RO,3431
2021,D,M,RR,814
2021,D,M,RS,18363
2021,D,M,SC,10466
2021,D,M,SE,5635
2021,D,M,SP,65134
2021,D,M,TO,3275
2021,E,F,AC,1823
2021,E,F,AL,5944
2021,E,F,AM,8022
2021,E,F,AP,2197
2021,E,F,BA,25549
2021,E,F,CE,16534
2021,E,F,DF,12354
2021,E,F,ES,9531
2021,E,F,GO,20572
2021,E,F,MA,11209
2021,E,F,MG,54552
2021,E,F,MS,5931
2021,E,F,MT,7894
2021,E,F,PA,15886
2021,E,F,PB,9340
2021,E,F,PE,20605
2021,E,F,PI,8065
2021,E,F,PR,25249
2021,E,F,RJ,33861
2021,E,F,RN,8585
2021,E,F,RO,3884
2021,E,F,RR,1185
2021,E,F,RS,19473
2021,E,F,SC,13406
2021,E,F,SE,5007
2021,E,F,SP,94889
2021,E,F,TO,4045
2021,E,M,AC,1454
2021,E,M,AL,4298
2021,E,M,AM,6841
2021,E,M,AP,1758
2021,E,M,BA,17951
2021,E,M,CE,14137
2021,E,M,DF,8953
2021,E,M,ES,6925
2021,E,M,GO,14513
2021,E,M,MA,8553
2021,E,M,MG,35654
2021,E,M,MS,4080
2021,E,M,MT,5403
2021,E,M,PA,12058
2021,E,M,PB,7872
2021,E,M,PE,15846
2021,E,M,PI,6365
2021,E,M,PR,16735
2021,E,M,RJ,23900
2021,E,M,RN,6885
2021,E,M,RO,2495
2021,E,M,RR,797
2021,E,M,RS,12548
2021,E,M,SC,8462
2021,E,M,SE,3827
2021,E,M,SP,64943
2021,E,M,TO,2735
2022,A,F,AC,528
2022,A,F,AL,1185
2022,A,F,AM,2217
2022,A,F,AP,476
2022,A,F,BA,4704
2022,A,F,CE,3911
2022,A,F,DF,916
2022,A,F,ES,619
2022,A,F,GO,2265
2022,A,F,MA,2812
2022,A,F,MG,2736
2022,A,F,MS,732
2022,A,F,MT,1060
2022,A,F,PA,4434
2022,A,F,PB,1285
2022,A,F,PE,2838
2022,A,F,PI,1037
2022,A,F,PR,1329
2022,A,F,RJ,3777
2022,A,F,RN,1018
2022,A,F,RO,541
2022,A,F,RR,203
2022,A,F,RS,1901
2022,A,F,SC,800
2022,A,F,SE,897
2022,A,F,SP,5067
2022,A,F,TO,537
2022,A,M,AC,299
2022,A,M,AL,652
2022,A,M,AM,1585
2022,A,M,AP,287
2022,A,M,BA,2139
2022,A,M,CE,3416
2022,A,M,DF,566
2022,A,M,ES,385
2022,A,M,GO,1563
2022,A,M,MA,1505
2022,A,M,MG,1571
2022,A,M,MS,442
2022,A,M,MT,612
2022,A,M,PA,2275
2022,A,M,PB,783
2022,A,M,PE,1599
2022,A,M,PI,594
2022,A,M,PR,876
2022,A,M,RJ,1968
2022,A,M,RN,603
2022,A,M,RO,301
2022,A,M,RR,108
2022,A,M,RS,985
2022,A,M,SC,475
2022,A,M,SE,459
2022,A,M,SP,3229
2022,A,M,TO,304
2022,B,F,AC,3336
2022,B,F,AL,8626
2022,B,F,AM,11724
2022,B,F,AP,3317
2022,B,F,BA,39135
2022,B,F,CE,32872
2022,B,F,DF,5364
2022,B,F,ES,4808
2022,B,F,GO,11662
2022,B,F,MA,21291
2022,B,F,MG,22866
2022,B,F,MS,4611
2022,B,F,MT,5489
2022,B,F,PA,35682
2022,B,F,PB,14282
2022,B,F,PE,23028
2022,B,F,PI,12097
2022,B,F,PR,9570
2022,B,F,RJ,25196
2022,B,F,RN,10116
2022,B,F,RO,3439
2022,B,F,RR,790
2022,B,F,RS,13904
2022,B,F,SC,5574
2022,B,F,SE,8451
2022,B,F,SP,32967
2022,B,F,TO,3295
2022,B,M,AC,1924
2022,B,M,AL,4705
2022,B,M,AM,8030
2022,B,M,AP,1932
2022,B,M,BA,17711
2022,B,M,CE,24988
2022,B,M,DF,3286
2022,B,M,ES,2885
2022,B,M,GO,7652
2022,B,M,MA,10879
2022,B,M,MG,13082
2022,B,M,MS,2596
2022,B,M,MT,3277
2022,B,M,PA,18702
2022,B,M,PB,8184
2022,B,M,PE,12976
2022,B,M,PI,6418
2022,B,M,PR,6343
2022,B,M,RJ,13751
2022,B,M,RN,6006
2022,B,M,RO,1998
2022,B,M,RR,466
2022,B,M,RS,8112
2022,B,M,SC,3650
2022,B,M,SE,4337
2022,B,M,SP,21412
2022,B,M,TO,1742
2022,C,F,AC,4330
2022,C,F,AL,12248
2022,C,F,AM,14084
2022,C,F,AP,4221
2022,C,F,BA,54701
2022,C,F,CE,39841
2022,C,F,DF,9150
2022,C,F,ES,10374
2022,C,F,GO,21261
2022,C,F,MA,26490
2022,C,F,MG,49566
2022,C,F,MS,7356
2022,C,F,MT,9645
2022,C,F,PA,39084
2022,C,F,PB,20337
2022,C,F,PE,36623
2022,C,F,PI,16469
2022,C,F,PR,21362
2022,C,F,RJ,41279
2022,C,F,RN,16805
2022,C,F,RO,5984
2022,C,F,RR,1397
2022,C,F,RS,26990
2022,C,F,SC,12010
2022,C,F,SE,11802
2022,C,F,SP,72431
2022,C,F,TO,5034
2022,C,M,AC,2813
2022,C,M,AL,7560
2022,C,M,AM,9461
2022,C,M,AP,2729
2022,C,M,BA,27928
2022,C,M,CE,29784
2022,C,M,DF,5547
2022,C,M,ES,5962
2022,C,M,GO,12372
2022,C,M,MA,15411
2022,C,M,MG,27354
2022,C,M,MS,4279
2022,C,M,MT,5406
2022,C,M,PA,22914
2022,C,M,PB,13209
2022,C,M,PE,22092
2022,C,M,PI,9997
2022,C,M,PR,12597
2022,C,M,RJ,23476
2022,C,M,RN,11202
2022,C,M,RO,3182
2022,C,M,RR,809
2022,C,M,RS,15072
2022,C,M,SC,6491
2022,C,M,SE,6939
2022,C,M,SP,42480
2022,C,M,TO,2737
2022,D,F,AC,3345
2022,D,F,AL,10236
2022,D,F,AM,11217
2022,D,F,AP,3341
2022,D,F,BA,47084
2022,D,F,CE,30266
2022,D,F,DF,12076
2022,D,F,ES,13264
2022,D,F,GO,27155
2022,D,F,MA,20081
2022,D,F,MG,66350
2022,D,F,MS,8386
2022,D,F,MT,11741
2022,D,F,PA,28527
2022,D,F,PB,15748
2022,D,F,PE,31922
2022,D,F,PI,13266
2022,D,F,PR,33030
2022,D,F,RJ,49471
2022,D,F,RN,14754
2022,D,F,RO,6004
2022,D,F,RR,1521
2022,D,F,RS,32982
2022,D,F,SC,19610
2022,D,F,SE,9403
2022,D,F,SP,117070
2022,D,F,TO,5386
2022,D,M,AC,2372
2022,D,M,AL,6822
2022,D,M,AM,8197
2022,D,M,AP,2348
2022,D,M,BA,28170
2022,D,M,CE,24210
2022,D,M,DF,7523
2022,D,M,ES,8493
2022,D,M,GO,17998
2022,D,M,MA,13327
2022,D,M,MG,39210
2022,D,M,MS,5483
2022,D,M,MT,7205
2022,D,M,PA,19191
2022,D,M,PB,11535
2022,D,M,PE,21751
2022,D,M,PI,9209
2022,D,M,PR,20401
2022,D,M,RJ,30743
2022,D,M,RN,10685
2022,D,M,RO,3618
2022,D,M,RR,899
2022,D,M,RS,19665
2022,D,M,SC,11137
2022,D,M,SE,6388
2022,D,M,SP,73748
2022,D,M,TO,3311
2022,E,F,AC,2015
2022,E,F,AL,6540
2022,E,F,AM,7777
2022,E,F,AP,2215
2022,E,F,BA,25252
2022,E,F,CE,19005
2022,E,F,DF,11959
2022,E,F,ES,9733
2022,E,F,GO,22002
2022,E,F,MA,11704
2022,E,F,MG,51745
2022,E,F,MS,6210
2022,E,F,MT,8673
2022,E,F,PA,17743
2022,E,F,PB,9587
2022,E,F,PE,20311
2022,E,F,PI,8354
2022,E,F,PR,26282
2022,E,F,RJ,35410
2022,E,F,RN,9197
2022,E,F,RO,4051
2022,E,F,RR,1321
2022,E,F,RS,19468
2022,E,F,SC,13800
2022,E,F,SE,5292
2022,E,F,SP,103289
2022,E,F,TO,4157
2022,E,M,AC,1639
2022,E,M,AL,5371
2022,E,M,AM,6694
2022,E,M,AP,1808
2022,E,M,BA,18342
2022,E,M,CE,18084
2022,E,M,DF,9014
2022,E,M,ES,7177
2022,E,M,GO,17692
2022,E,M,MA,9416
2022,E,M,MG,35301
2022,E,M,MS,4588
2022,E,M,MT,6273
2022,E,M,PA,14069
2022,E,M,PB,8288
2022,E,M,PE,16455
2022,E,M,PI,6959
2022,E,M,PR,18606
2022,E,M,RJ,25819
2022,E,M,RN,7663
2022,E,M,RO,2851
2022,E,M,RR,920
2022,E,M,RS,13216
2022,E,M,SC,9244
