NU_ANO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA,QTD
2023,2,3,SC,6834
2023,2,3,SE,8717
2023,2,3,SP,60819
2023,2,3,TO,6715
2023,2,4,AC,247
2023,2,4,AL,705
2023,2,4,AM,549
2023,2,4,AP,96
2023,2,4,BA,1421
2023,2,4,CE,1031
2023,2,4,DF,273
2023,2,4,ES,259
2023,2,4,GO,1846
2023,2,4,MA,735
2023,2,4,MG,1116
2023,2,4,MS,294
2023,2,4,MT,392
2023,2,4,PA,1020
2023,2,4,PB,550
2023,2,4,PE,1023
2023,2,4,PI,619
2023,2,4,PR,1008
2023,2,4,RJ,780
2023,2,4,RN,347
2023,2,4,RO,295
2023,2,4,RR,29
2023,2,4,RS,161
2023,2,4,SC,246
2023,2,4,SE,339
2023,2,4,SP,2474
2023,2,4,TO,332
2023,2,5,AC,96
2023,2,5,AL,296
2023,2,5,AM,1373
2023,2,5,AP,52
2023,2,5,BA,655
2023,2,5,CE,654
2023,2,5,DF,75
2023,2,5,ES,157
2023,2,5,GO,436
2023,2,5,MA,280
2023,2,5,MG,295
2023,2,5,MS,448
2023,2,5,MT,152
2023,2,5,PA,409
2023,2,5,PB,297
2023,2,5,PE,877
2023,2,5,PI,187
2023,2,5,PR,226
2023,2,5,RJ,243
2023,2,5,RN,114
2023,2,5,RO,144
2023,2,5,RR,210
2023,2,5,RS,135
2023,2,5,SC,117
2023,2,5,SE,138
2023,2,5,SP,779
2023,2,5,TO,126
2023,3,0,AC,6
2023,3,0,AL,48
2023,3,0,AM,39
2023,3,0,AP,13
2023,3,0,BA,200
2023,3,0,CE,96
2023,3,0,DF,89
2023,3,0,ES,33
2023,3,0,GO,152
2023,3,0,MA,37
2023,3,0,MG,215
2023,3,0,MS,25
2023,3,0,MT,30
2023,3,0,PA,116
2023,3,0,PB,76
2023,3,0,PE,129
2023,3,0,PI,57
2023,3,0,PR,136
2023,3,0,RJ,291
2023,3,0,RN,42
2023,3,0,RO,10
2023,3,0,RR,4
2023,3,0,RS,73
2023,3,0,SC,76
2023,3,0,SE,61
2023,3,0,SP,504
2023,3,0,TO,6
2023,3,1,AC,200
2023,3,1,AL,1904
2023,3,1,AM,933
2023,3,1,AP,262
2023,3,1,BA,5850
2023,3,1,CE,4611
2023,3,1,DF,4360
2023,3,1,ES,2405
2023,3,1,GO,5151
2023,3,1,MA,1789
2023,3,1,MG,13620
2023,3,1,MS,1813
2023,3,1,MT,1935
2023,3,1,PA,3334
2023,3,1,PB,2845
2023,3,1,PE,5320
2023,3,1,PI,1778
2023,3,1,PR,10735
2023,3,1,RJ,18389
2023,3,1,RN,2840
2023,3,1,RO,431
2023,3,1,RR,147
2023,3,1,RS,9081
2023,3,1,SC,7468
2023,3,1,SE,1366
2023,3,1,SP,50481
2023,3,1,TO,529
2023,3,2,AC,21
2023,3,2,AL,352
2023,3,2,AM,87
2023,3,2,AP,47
2023,3,2,BA,2413
2023,3,2,CE,316
2023,3,2,DF,426
2023,3,2,ES,192
2023,3,2,GO,376
2023,3,2,MA,345
2023,3,2,MG,874
2023,3,2,MS,53
2023,3,2,MT,173
2023,3,2,PA,625
2023,3,2,PB,314
2023,3,2,PE,597
2023,3,2,PI,333
2023,3,2,PR,210
2023,3,2,RJ,2326
2023,3,2,RN,242
2023,3,2,RO,37
2023,3,2,RR,20
2023,3,2,RS,216
2023,3,2,SC,114
2023,3,2,SE,332
2023,3,2,SP,2290
2023,3,2,TO,44
2023,3,3,AC,193
2023,3,3,AL,1772
2023,3,3,AM,952
2023,3,3,AP,317
2023,3,3,BA,5768
2023,3,3,CE,2877
2023,3,3,DF,1783
2023,3,3,ES,947
2023,3,3,GO,2287
2023,3,3,MA,1631
2023,3,3,MG,4028
2023,3,3,MS,460
2023,3,3,MT,892
2023,3,3,PA,3604
2023,3,3,PB,2041
2023,3,3,PE,3137
2023,3,3,PI,1743
2023,3,3,PR,1296
2023,3,3,RJ,5913
2023,3,3,RN,1514
2023,3,3,RO,283
2023,3,3,RR,115
2023,3,3,RS,577
2023,3,3,SC,557
2023,3,3,SE,1302
2023,3,3,SP,8514
2023,3,3,TO,346
2023,3,4,AC,6
2023,3,4,AL,64
2023,3,4,AM,29
2023,3,4,AP,7
2023,3,4,BA,137
2023,3,4,CE,66
2023,3,4,DF,77
2023,3,4,ES,17
2023,3,4,GO,145
2023,3,4,MA,24
2023,3,4,MG,128
2023,3,4,MS,94
2023,3,4,MT,69
2023,3,4,PA,96
2023,3,4,PB,60
2023,3,4,PE,79
2023,3,4,PI,46
2023,3,4,PR,401
2023,3,4,RJ,178
2023,3,4,RN,39
2023,3,4,RO,8
2023,3,4,RR,3
2023,3,4,RS,32
2023,3,4,SC,48
2023,3,4,SE,36
2023,3,4,SP,2030
2023,3,4,TO,14
2023,3,5,AC,2
2023,3,5,AL,14
2023,3,5,AM,13
2023,3,5,AP,2
2023,3,5,BA,26
2023,3,5,CE,16
2023,3,5,DF,13
2023,3,5,GO,7
2023,3,5,MA,8
2023,3,5,MG,13
2023,3,5,MS,7
2023,3,5,MT,5
2023,3,5,PA,12
2023,3,5,PB,10
2023,3,5,PE,24
2023,3,5,PI,3
2023,3,5,PR,8
2023,3,5,RJ,39
2023,3,5,RN,4
2023,3,5,RR,6
2023,3,5,RS,5
2023,3,5,SC,7
2023,3,5,SE,8
2023,3,5,SP,66
2023,3,5,TO,3
