ANO,TP_FAIXA_ETARIA,UF,QTD
2019,1,AC,1879
2019,1,AL,5602
2019,1,AM,5069
2019,1,AP,2379
2019,1,BA,27978
2019,1,CE,26651
2019,1,DF,5416
2019,1,ES,5751
2019,1,GO,19839
2019,1,MA,18098
2019,1,MG,41820
2019,1,MS,6393
2019,1,MT,7952
2019,1,PA,19575
2019,1,PB,12974
2019,1,PE,26977
2019,1,PI,11266
2019,1,PR,20491
2019,1,RJ,20059
2019,1,RN,5887
2019,1,RO,3234
2019,1,RR,949
2019,1,RS,11254
2019,1,SC,9651
2019,1,SE,7362
2019,1,SP,71544
2019,1,TO,4611
2019,2,AC,3808
2019,2,AL,11065
2019,2,AM,13200
2019,2,AP,4149
2019,2,BA,48956
2019,2,CE,53184
2019,2,DF,13474
2019,2,ES,14716
2019,2,GO,31474
2019,2,MA,29404
2019,2,MG,82368
2019,2,MS,11825
2019,2,MT,14993
2019,2,PA,30074
2019,2,PB,17884
2019,2,PE,43168
2019,2,PI,16385
2019,2,PR,49453
2019,2,RJ,47551
2019,2,RN,12463
2019,2,RO,6289
2019,2,RR,1695
2019,2,RS,29212
2019,2,SC,23803
2019,2,SE,9561
2019,2,SP,219723
2019,2,TO,7407
2019,3,AC,4906
2019,3,AL,13492
2019,3,AM,18061
2019,3,AP,5058
2019,3,BA,56564
2019,3,CE,61119
2019,3,DF,15907
2019,3,ES,18156
2019,3,GO,32640
2019,3,MA,33748
2019,3,MG,94912
2019,3,MS,10881
2019,3,MT,15340
2019,3,PA,36088
2019,3,PB,20057
2019,3,PE,46713
2019,3,PI,18818
2019,3,PR,37095
2019,3,RJ,61253
2019,3,RN,16013
2019,3,RO,9012
2019,3,RR,2197
2019,3,RS,41909
2019,3,SC,27758
2019,3,SE,10618
2019,3,SP,148054
2019,3,TO,7797
2019,4,AC,4039
2019,4,AL,10641
2019,4,AM,12908
2019,4,AP,4323
2019,4,BA,47881
2019,4,CE,36377
2019,4,DF,11030
2019,4,ES,12842
2019,4,GO,17731
2019,4,MA,26891
2019,4,MG,63791
2019,4,MS,6851
2019,4,MT,8756
2019,4,PA,29649
2019,4,PB,15919
2019,4,PE,31513
2019,4,PI,14961
2019,4,PR,21258
2019,4,RJ,44397
2019,4,RN,14007
2019,4,RO,6093
2019,4,RR,1541
2019,4,RS,25749
2019,4,SC,11775
2019,4,SE,9069
2019,4,SP,81675
2019,4,TO,5488
2019,5,AC,3346
2019,5,AL,7967
2019,5,AM,9570
2019,5,AP,3518
2019,5,BA,37605
2019,5,CE,23121
2019,5,DF,7948
2019,5,ES,8867
2019,5,GO,11878
2019,5,MA,19954
2019,5,MG,44665
2019,5,MS,4684
2019,5,MT,6047
2019,5,PA,24174
2019,5,PB,12339
2019,5,PE,22147
2019,5,PI,10768
2019,5,PR,14101
2019,5,RJ,30139
2019,5,RN,11006
2019,5,RO,4480
2019,5,RR,1065
2019,5,RS,18942
2019,5,SC,6639
2019,5,SE,7174
2019,5,SP,53196
2019,5,TO,4038
2019,6,AC,2655
2019,6,AL,6047
2019,6,AM,7564
2019,6,AP,2719
2019,6,BA,26359
2019,6,CE,14908
2019,6,DF,5892
2019,6,ES,6112
2019,6,GO,8436
2019,6,MA,13888
2019,6,MG,31224
2019,6,MS,3610
2019,6,MT,4406
2019,6,PA,18089
2019,6,PB,9259
2019,6,PE,15430
2019,6,PI,8031
2019,6,PR,10079
2019,6,RJ,19896
2019,6,RN,8192
2019,6,RO,3462
2019,6,RR,774
2019,6,RS,13287
2019,6,SC,4621
2019,6,SE,5200
2019,6,SP,37346
2019,6,TO,2821
2019,6,AC,2300
2019,6,AL,4840
2019,6,AM,6140
2019,6,AP,2238
2019,6,BA,21203
2019,6,CE,11518
2019,6,DF,4472
2019,6,ES,4786
2019,6,GO,6597
2019,6,MA,11112
2019,6,MG,25176
2019,6,MS,3012
2019,6,MT,3659
2019,6,PA,14841
2019,6,PB,7725
2019,6,PE,12273
2019,6,PI,6097
2019,6,PR,8367
2019,6,RJ,16173
2019,6,RN,6647
2019,6,RO,2945
2019,6,RR,667
2019,6,RS,10573
2019,6,SC,3649
2019,6,SE,4219
2019,6,SP,29577
2019,6,TO,2228
2019,6,AC,1863
2019,6,AL,3954
2019,6,AM,5271
2019,6,AP,2005
2019,6,BA,16762
2019,6,CE,9099
2019,6,DF,3559
2019,6,ES,3703
2019,6,GO,5385
2019,6,MA,9060
2019,6,MG,19848
2019,6,MS,2485
2019,6,MT,3091
2019,6,PA,12653
2019,6,PB,6213
2019,6,PE,9874
2019,6,PI,4913
2019,6,PR,6695
2019,6,RJ,12499
2019,6,RN,5401
2019,6,RO,2584
2019,6,RR,511
2019,6,RS,8610
2019,6,SC,2966
2019,6,SE,3298
2019,6,SP,23586
2019,6,TO,1791
2019,6,AC,1642
2019,6,AL,3417
2019,6,AM,4405
2019,6,AP,1645
2019,6,BA,13853
2019,6,CE,7388
2019,6,DF,3105
2019,6,ES,3212
2019,6,GO,4628
2019,6,MA,7344
2019,6,MG,16368
2019,6,MS,2185
2019,6,MT,2640
2019,6,PA,10368
2019,6,PB,5448
2019,6,PE,8338
2019,6,PI,3944
2019,6,PR,5699
2019,6,RJ,10148
2019,6,RN,4894
2019,6,RO,2157
2019,6,RR,452
2019,6,RS,7115
2019,6,SC,2708
2019,6,SE,2796
2019,6,SP,18897
2019,6,TO,1463
2019,6,AC,1381
2019,6,AL,2789
2019,6,AM,3799
2019,6,AP,1491
2019,6,BA,11327
2019,6,CE,5889
2019,6,DF,2547
2019,6,ES,2604
2019,6,GO,3724
2019,6,MA,5797
2019,6,MG,13292
2019,6,MS,1881
2019,6,MT,2206
2019,6,PA,9038
2019,6,PB,4344
2019,6,PE,6573
2019,6,PI,3069
2019,6,PR,4701
2019,6,RJ,8270
2019,6,RN,3968
2019,6,RO,2008
2019,6,RR,375
2019,6,RS,6094
2019,6,SC,2119
2019,6,SE,2385
2019,6,SP,15148
2019,6,TO,1219
2019,6,AC,4641
2019,6,AL,8584
2019,6,AM,12580
2019,6,AP,5021
2019,6,BA,34195
2019,6,CE,18963
2019,6,DF,8252
2019,6,ES,8546
2019,6,GO,11553
2019,6,MA,18207
2019,6,MG,41448
2019,6,MS,6503
2019,6,MT,7389
2019,6,PA,29311
2019,6,PB,14764
2019,6,PE,21182
2019,6,PI,9939
2019,6,PR,14755
2019,6,RJ,25482
2019,6,RN,12736
2019,6,RO,6650
2019,6,RR,1143
2019,6,RS,18131
2019,6,SC,6645
2019,6,SE,7221
2019,6,SP,46530
2019,6,TO,3405
2019,6,AC,2829
2019,6,AL,4939
2019,6,AM,7808
2019,6,AP,3205
2019,6,BA,21116
2019,6,CE,11303
2019,6,DF,4954
2019,6,ES,4936
2019,6,GO,6536
2019,6,MA,10932
2019,6,MG,22407
2019,6,MS,4048
2019,6,MT,4490
2019,6,PA,18087
2019,6,PB,8694
2019,6,PE,12142
2019,6,PI,6020
2019,6,PR,7622
2019,6,RJ,14295
2019,6,RN,7663
2019,6,RO,4119
2019,6,RR,670
2019,6,RS,10415
2019,6,SC,3552
2019,6,SE,4179
2019,6,SP,26353
2019,6,TO,1730
2019,6,AC,1804
2019,6,AL,3063
2019,6,AM,5602
2019,6,AP,2362
2019,6,BA,14416
2019,6,CE,6968
2019,6,DF,3717
2019,6,ES,3403
2019,6,GO,4298
2019,6,MA,6665
2019,6,MG,15629
2019,6,MS,2851
2019,6,MT,3198
2019,6,PA,12691
2019,6,PB,5544
2019,6,PE,8111
2019,6,PI,3622
2019,6,PR,5001
2019,6,RJ,10517
2019,6,RN,4779
2019,6,RO,2824
2019,6,RR,451
2019,6,RS,7193
2019,6,SC,2286
2019,6,SE,2463
2019,6,SP,18333
2019,6,TO,1153
2019,6,AC,905
2019,6,AL,1710
2019,6,AM,3114
2019,6,AP,1320
2019,6,BA,8064
2019,6,CE,3897
2019,6,DF,2444
2019,6,ES,2131
2019,6,GO,2590
2019,6,MA,3545
2019,6,MG,9306
2019,6,MS,1572
2019,6,MT,1910
2019,6,PA,7591
2019,6,PB,2903
2019,6,PE,4924
2019,6,PI,2090
2019,6,PR,2968
2019,6,RJ,7037
2019,6,RN,2695
2019,6,RO,1531
2019,6,RR,249
2019,6,RS,4212
2019,6,SC,1208
2019,6,SE,1409
2019,6,SP,11412
2019,6,TO,591
2019,6,AC,412
2019,6,AL,977
2019,6,AM,1817
2019,6,AP,636
2019,6,BA,4736
2019,6,CE,2274
2019,6,DF,1629
2019,6,ES,1279
2019,6,GO,1448
2019,6,MA,1901
2019,6,MG,5965
2019,6,MS,882
2019,6,MT,1121
2019,6,PA,4098
2019,6,PB,1625
2019,6,PE,3094
2019,6,PI,1212
2019,6,PR,1597
2019,6,RJ,5040
2019,6,RN,1583
2019,6,RO,729
2019,6,RR,137
2019,6,RS,2651
2019,6,SC,691
2019,6,SE,839
2019,6,SP,7257
2019,6,TO,300
2019,6,AC,165
2019,6,AL,462
2019,6,AM,761
2019,6,AP,331
2019,6,BA,2548
2019,6,CE,1399
2019,6,DF,894
2019,6,ES,713
2019,6,GO,738
2019,6,MA,954
2019,6,MG,3595
2019,6,MS,441
2019,6,MT,542
2019,6,PA,2032
2019,6,PB,915
2019,6,PE,1653
2019,6,PI,709
2019,6,PR,849
2019,6,RJ,3524
2019,6,RN,825
2019,6,RO,327
2019,6,RR,42
2019,6,RS,1708
2019,6,SC,340
2019,6,SE,430
2019,6,SP,4168
2019,6,TO,121
2019,6,AC,45
2019,6,AL,211
2019,6,AM,335
2019,6,AP,137
2019,6,BA,1183
2019,6,CE,614
2019,6,DF,393
2019,6,ES,336
2019,6,GO,305
2019,6,MA,391
2019,6,MG,1792
2019,6,MS,178
2019,6,MT,251
2019,6,PA,816
2019,6,PB,371
2019,6,PE,777
2019,6,PI,310
2019,6,PR,361
2019,6,RJ,2066
2019,6,RN,392
2019,6,RO,138
2019,6,RR,28
2019,6,RS,896
2019,6,SC,194
2019,6,SE,166
2019,6,SP,1997
2019,6,TO,60
2019,6,AC,16
2019,6,AL,46
2019,6,AM,104
2019,6,AP,48
2019,6,BA,473
2019,6,CE,199
2019,6,DF,136
2019,6,ES,117
2019,6,GO,125
2019,6,MA,124
2019,6,MG,697
2019,6,MS,72
2019,6,MT,98
2019,6,PA,292
2019,6,PB,137
2019,6,PE,290
2019,6,PI,119
2019,6,PR,142
2019,6,RJ,918
2019,6,RN,123
2019,6,RO,37
2019,6,RR,5
2019,6,RS,361
2019,6,SC,60
2019,6,SE,63
2019,6,SP,801
2019,6,TO,20
2019,6,AC,7
2019,6,AL,13
2019,6,AM,29
2019,6,AP,13
2019,6,BA,146
2019,6,CE,80
2019,6,DF,52
2019,6,ES,48
2019,6,GO,45
2019,6,MA,47
2019,6,MG,237
2019,6,MS,31
2019,6,MT,21
2019,6,PA,96
2019,6,PB,50
2019,6,PE,105
2019,6,PI,29
2019,6,PR,55
2019,6,RJ,317
2019,6,RN,33
2019,6,RO,13
2019,6,RR,5
2019,6,RS,108
2019,6,SC,26
2019,6,SE,25
2019,6,SP,285
2019,6,TO,3
2019,6,AC,2
2019,6,AL,5
2019,6,AM,7
2019,6,AP,5
2019,6,BA,62
2019,6,CE,33
2019,6,DF,28
2019,6,ES,15
2019,6,GO,10
2019,6,MA,12
2019,6,MG,85
2019,6,MS,8
2019,6,MT,11
2019,6,PA,30
2019,6,PB,11
2019,6,PE,33
2019,6,PI,10
2019,6,PR,17
2019,6,RJ,135
2019,6,RN,12
2019,6,RO,7
2019,6,RS,49
2019,6,SC,8
2019,6,SE,11
2019,6,SP,108
2019,6,TO,3
2020,1,AC,1482
2020,1,AL,4665
2020,1,AM,5605
2020,1,AP,1816
2020,1,BA,24040
2020,1,CE,23206
2020,1,DF,4741
2020,1,ES,4324
2020,1,GO,15960
2020,1,MA,15438
2020,1,MG,33456
2020,1,MS,5933
2020,1,MT,5929
2020,1,PA,17333
2020,1,PB,11461
2020,1,PE,24635
2020,1,PI,9278
2020,1,PR,16241
2020,1,RJ,15612
2020,1,RN,5101
2020,1,RO,2796
2020,1,RR,887
2020,1,RS,9893
2020,1,SC,7797
2020,1,SE,6396
2020,1,SP,58200
2020,1,TO,4580
2020,2,AC,3540
2020,2,AL,10284
2020,2,AM,15706
2020,2,AP,3767
2020,2,BA,46013
2020,2,CE,51242
2020,2,DF,13776
2020,2,ES,12087
2020,2,GO,33221
2020,2,MA,27757
2020,2,MG,74376
2020,2,MS,11852
2020,2,MT,13233
2020,2,PA,28824
2020,2,PB,17666
2020,2,PE,42507
2020,2,PI,14892
2020,2,PR,47509
2020,2,RJ,44890
2020,2,RN,11212
2020,2,RO,6087
2020,2,RR,1887
2020,2,RS,25879
2020,2,SC,20441
2020,2,SE,9356
2020,2,SP,178933
2020,2,TO,8467
2020,3,AC,4863
2020,3,AL,13774
2020,3,AM,23212
2020,3,AP,4908
2020,3,BA,59181
2020,3,CE,62811
2020,3,DF,16973
2020,3,ES,17993
2020,3,GO,40558
2020,3,MA,32507
2020,3,MG,89613
2020,3,MS,10917
2020,3,MT,16143
2020,3,PA,36911
2020,3,PB,19740
2020,3,PE,48854
2020,3,PI,17612
2020,3,PR,38950
2020,3,RJ,58717
2020,3,RN,15645
2020,3,RO,9613
2020,3,RR,2714
2020,3,RS,40680
2020,3,SC,26964
2020,3,SE,10801
2020,3,SP,157902
2020,3,TO,9159
2020,4,AC,4169
2020,4,AL,11339
2020,4,AM,16891
2020,4,AP,4449
2020,4,BA,49506
2020,4,CE,36659
2020,4,DF,11954
2020,4,ES,12334
2020,4,GO,22944
2020,4,MA,27124
2020,4,MG,62737
2020,4,MS,7648
2020,4,MT,9975
2020,4,PA,32926
2020,4,PB,16606
2020,4,PE,34548
2020,4,PI,15057
2020,4,PR,22713
2020,4,RJ,43739
2020,4,RN,13394
2020,4,RO,6925
2020,4,RR,1863
2020,4,RS,27739
2020,4,SC,11779
2020,4,SE,9297
2020,4,SP,88307
2020,4,TO,6828
2020,5,AC,3386
2020,5,AL,8997
2020,5,AM,13260
2020,5,AP,3753
2020,5,BA,40666
2020,5,CE,24881
2020,5,DF,9199
2020,5,ES,8974
2020,5,GO,14932
2020,5,MA,21718
2020,5,MG,47841
2020,5,MS,6031
2020,5,MT,7227
2020,5,PA,26650
2020,5,PB,13173
2020,5,PE,24610
2020,5,PI,11772
2020,5,PR,16072
2020,5,RJ,33554
2020,5,RN,11506
2020,5,RO,5207
2020,5,RR,1358
2020,5,RS,20832
2020,5,SC,7912
2020,5,SE,7984
2020,5,SP,63161
2020,5,TO,4950
2020,6,AC,2955
2020,6,AL,7055
2020,6,AM,10253
2020,6,AP,3140
2020,6,BA,32126
2020,6,CE,17451
2020,6,DF,7293
2020,6,ES,6690
2020,6,GO,11197
2020,6,MA,16735
2020,6,MG,36594
2020,6,MS,4522
2020,6,MT,5375
2020,6,PA,22278
2020,6,PB,10610
2020,6,PE,18869
2020,6,PI,8951
2020,6,PR,12350
2020,6,RJ,25231
2020,6,RN,9119
2020,6,RO,4274
2020,6,RR,1099
2020,6,RS,16040
2020,6,SC,5819
2020,6,SE,6285
2020,6,SP,47561
2020,6,TO,3862
2020,6,AC,2463
2020,6,AL,5489
2020,6,AM,8511
2020,6,AP,2612
2020,6,BA,23761
2020,6,CE,13179
2020,6,DF,6086
2020,6,ES,5189
2020,6,GO,8934
2020,6,MA,12518
2020,6,MG,28116
2020,6,MS,3722
2020,6,MT,4437
2020,6,PA,17351
2020,6,PB,8475
2020,6,PE,14387
2020,6,PI,7057
2020,6,PR,10032
2020,6,RJ,18703
2020,6,RN,7393
2020,6,RO,3369
2020,6,RR,847
2020,6,RS,12386
2020,6,SC,4559
2020,6,SE,4624
2020,6,SP,37558
2020,6,TO,2951
2020,6,AC,2240
2020,6,AL,4910
2020,6,AM,7591
2020,6,AP,2328
2020,6,BA,20695
2020,6,CE,11264
2020,6,DF,4999
2020,6,ES,4463
2020,6,GO,7441
2020,6,MA,10740
2020,6,MG,24565
2020,6,MS,3366
2020,6,MT,4050
2020,6,PA,15392
2020,6,PB,7460
2020,6,PE,12194
2020,6,PI,5923
2020,6,PR,8717
2020,6,RJ,16791
2020,6,RN,6344
2020,6,RO,3074
2020,6,RR,747
2020,6,RS,10719
2020,6,SC,4062
2020,6,SE,3962
2020,6,SP,33233
2020,6,TO,2542
2020,6,AC,1844
2020,6,AL,4103
2020,6,AM,6644
2020,6,AP,2134
2020,6,BA,16907
2020,6,CE,9859
2020,6,DF,4430
2020,6,ES,3574
2020,6,GO,6404
2020,6,MA,9168
2020,6,MG,20476
2020,6,MS,3021
2020,6,MT,3630
2020,6,PA,13713
2020,6,PB,6422
2020,6,PE,10536
2020,6,PI,5106
2020,6,PR,7663
2020,6,RJ,13846
2020,6,RN,5457
2020,6,RO,2859
2020,6,RR,615
2020,6,RS,9204
2020,6,SC,3537
2020,6,SE,3371
2020,6,SP,28031
2020,6,TO,2135
2020,6,AC,1639
2020,6,AL,3669
2020,6,AM,5680
2020,6,AP,1772
2020,6,BA,14650
2020,6,CE,8698
2020,6,DF,3904
2020,6,ES,3121
2020,6,GO,5605
2020,6,MA,7617
2020,6,MG,17822
2020,6,MS,2615
2020,6,MT,3218
2020,6,PA,11725
2020,6,PB,5782
2020,6,PE,9026
2020,6,PI,4287
2020,6,PR,6690
2020,6,RJ,11986
2020,6,RN,5106
2020,6,RO,2478
2020,6,RR,531
2020,6,RS,8117
2020,6,SC,3203
2020,6,SE,2914
2020,6,SP,23742
2020,6,TO,1747
2020,6,AC,5513
2020,6,AL,11928
2020,6,AM,19817
2020,6,AP,6304
2020,6,BA,46412
2020,6,CE,26924
2020,6,DF,12602
2020,6,ES,10179
2020,6,GO,17911
2020,6,MA,23471
2020,6,MG,57086
2020,6,MS,9568
2020,6,MT,10985
2020,6,PA,40807
2020,6,PB,19163
2020,6,PE,29223
2020,6,PI,13693
2020,6,PR,22069
2020,6,RJ,38189
2020,6,RN,16266
2020,6,RO,8946
2020,6,RR,1808
2020,6,RS,25946
2020,6,SC,10612
2020,6,SE,9613
2020,6,SP,74857
2020,6,TO,5550
2020,6,AC,3355
2020,6,AL,6943
2020,6,AM,11957
2020,6,AP,4062
2020,6,BA,28332
2020,6,CE,16682
2020,6,DF,7336
2020,6,ES,6120
2020,6,GO,10267
2020,6,MA,14720
2020,6,MG,31569
2020,6,MS,5920
2020,6,MT,6830
2020,6,PA,25672
2020,6,PB,12022
2020,6,PE,17837
2020,6,PI,8810
2020,6,PR,12329
2020,6,RJ,21272
2020,6,RN,10213
2020,6,RO,5740
2020,6,RR,1044
2020,6,RS,15323
2020,6,SC,5919
2020,6,SE,5596
2020,6,SP,43099
2020,6,TO,2839
2020,6,AC,2260
2020,6,AL,4470
2020,6,AM,8464
2020,6,AP,2946
2020,6,BA,20316
2020,6,CE,10190
2020,6,DF,5391
2020,6,ES,4410
2020,6,GO,6953
2020,6,MA,9176
2020,6,MG,21786
2020,6,MS,4221
2020,6,MT,4783
2020,6,PA,18291
2020,6,PB,7592
2020,6,PE,11954
2020,6,PI,5408
2020,6,PR,8106
2020,6,RJ,15769
2020,6,RN,6661
2020,6,RO,3892
2020,6,RR,729
2020,6,RS,10984
2020,6,SC,3898
2020,6,SE,3661
2020,6,SP,30880
2020,6,TO,1836
2020,6,AC,1205
2020,6,AL,2438
2020,6,AM,5053
2020,6,AP,1709
2020,6,BA,11769
2020,6,CE,5749
2020,6,DF,3759
2020,6,ES,2861
2020,6,GO,4276
2020,6,MA,5028
2020,6,MG,13631
2020,6,MS,2549
2020,6,MT,2967
2020,6,PA,11271
2020,6,PB,4245
2020,6,PE,7506
2020,6,PI,3348
2020,6,PR,4905
2020,6,RJ,11053
2020,6,RN,3728
2020,6,RO,2269
2020,6,RR,401
2020,6,RS,6665
2020,6,SC,2277
2020,6,SE,2082
2020,6,SP,20068
2020,6,TO,983
2020,6,AC,583
2020,6,AL,1362
2020,6,AM,2768
2020,6,AP,917
2020,6,BA,6825
2020,6,CE,3475
2020,6,DF,2347
2020,6,ES,1787
2020,6,GO,2462
2020,6,MA,2510
2020,6,MG,8595
2020,6,MS,1449
2020,6,MT,1601
2020,6,PA,6516
2020,6,PB,2419
2020,6,PE,4621
2020,6,PI,1817
2020,6,PR,2858
2020,6,RJ,7965
2020,6,RN,2081
2020,6,RO,1239
2020,6,RR,203
2020,6,RS,4214
2020,6,SC,1321
2020,6,SE,1200
2020,6,SP,12488
2020,6,TO,456
2020,6,AC,222
2020,6,AL,711
2020,6,AM,1249
2020,6,AP,398
2020,6,BA,3738
2020,6,CE,1949
2020,6,DF,1302
2020,6,ES,1014
2020,6,GO,1244
2020,6,MA,1239
2020,6,MG,5086
2020,6,MS,741
2020,6,MT,822
2020,6,PA,3227
2020,6,PB,1269
2020,6,PE,2503
2020,6,PI,1008
2020,6,PR,1489
2020,6,RJ,5365
2020,6,RN,1169
2020,6,RO,541
2020,6,RR,92
2020,6,RS,2486
2020,6,SC,627
2020,6,SE,648
2020,6,SP,7194
2020,6,TO,206
2020,6,AC,73
2020,6,AL,312
2020,6,AM,538
2020,6,AP,172
2020,6,BA,1773
2020,6,CE,978
2020,6,DF,566
2020,6,ES,445
2020,6,GO,524
2020,6,MA,548
2020,6,MG,2541
2020,6,MS,308
2020,6,MT,345
2020,6,PA,1310
2020,6,PB,570
2020,6,PE,1190
2020,6,PI,461
2020,6,PR,622
2020,6,RJ,2917
2020,6,RN,558
2020,6,RO,198
2020,6,RR,41
2020,6,RS,1340
2020,6,SC,286
2020,6,SE,277
2020,6,SP,3414
2020,6,TO,76
2020,6,AC,18
2020,6,AL,64
2020,6,AM,172
2020,6,AP,52
2020,6,BA,666
2020,6,CE,336
2020,6,DF,182
2020,6,ES,172
2020,6,GO,149
2020,6,MA,179
2020,6,MG,887
2020,6,MS,127
2020,6,MT,117
2020,6,PA,513
2020,6,PB,212
2020,6,PE,398
2020,6,PI,131
2020,6,PR,220
2020,6,RJ,1279
2020,6,RN,201
2020,6,RO,62
2020,6,RR,11
2020,6,RS,481
2020,6,SC,101
2020,6,SE,83
2020,6,SP,1298
