2023,A,PA,165368
2023,A,PB,78811
2023,A,PE,138831
2023,A,PI,68900
2023,A,PR,59729
2023,A,RJ,120403
2023,A,RN,56332
2023,A,RO,19363
2023,A,RR,4948
2023,A,RS,57275
2023,A,SC,29664
2023,A,SE,43238
2023,A,SP,200964
2023,A,TO,18986
2023,B,AC,6314
2023,B,AL,20411
2023,B,AM,23544
2023,B,AP,7274
2023,B,BA,92785
2023,B,CE,54710
2023,B,DF,28792
2023,B,ES,31425
2023,B,GO,56493
2023,B,MA,35452
2023,B,MG,156278
2023,B,MS,17714
2023,B,MT,25164
2023,B,PA,51410
2023,B,PB,35157
2023,B,PE,60743
2023,B,PI,24132
2023,B,PR,72352
2023,B,RJ,113336
2023,B,RN,34214
2023,B,RO,13107
2023,B,RR,3200
2023,B,RS,72406
2023,B,SC,41512
2023,B,SE,17242
2023,B,SP,257137
2023,B,TO,10330
2023,C,AC,1198
2023,C,AL,3885
2023,C,AM,4299
2023,C,AP,1533
2023,C,BA,15245
2023,C,CE,11628
2023,C,DF,10635
2023,C,ES,7879
2023,C,GO,13424
2023,C,MA,5645
2023,C,MG,40321
2023,C,MS,4499
2023,C,MT,6065
2023,C,PA,8727
2023,C,PB,6957
2023,C,PE,12049
2023,C,PI,4532
2023,C,PR,22267
2023,C,RJ,30200
2023,C,RN,6801
2023,C,RO,2560
2023,C,RR,999
2023,C,RS,20073
2023,C,SC,13091
2023,C,SE,3451
2023,C,SP,80841
2023,C,TO,2316
2023,D,AC,360
2023,D,AL,1264
2023,D,AM,1353
2023,D,AP,448
2023,D,BA,5033
2023,D,CE,4279
2023,D,DF,5480
2023,D,ES,2779
2023,D,GO,4505
2023,D,MA,1628
2023,D,MG,13927
2023,D,MS,1501
2023,D,MT,1939
2023,D,PA,2669
2023,D,PB,2457
2023,D,PE,4753
2023,D,PI,1491
2023,D,PR,8204
2023,D,RJ,12105
2023,D,RN,2389
2023,D,RO,706
2023,D,RR,334
2023,D,RS,6902
2023,D,SC,4885
2023,D,SE,1134
2023,D,SP,33054
2023,D,TO,717
2023,E,AC,128
2023,E,AL,525
2023,E,AM,573
2023,E,AP,180
2023,E,BA,2132
2023,E,CE,1957
2023,E,DF,3511
2023,E,ES,1232
2023,E,GO,1861
2023,E,MA,582
2023,E,MG,6512
2023,E,MS,665
2023,E,MT,701
2023,E,PA,988
2023,E,PB,1129
2023,E,PE,2483
2023,E,PI,584
2023,E,PR,3954
2023,E,RJ,6252
2023,E,RN,970
2023,E,RO,302
2023,E,RR,158
2023,E,RS,3263
2023,E,SC,2111
2023,E,SE,475
2023,E,SP,18771
2023,E,TO,269
