NU_ANO,TP_FAIXA_ETARIA,SG_UF_PROVA,INSCRICOES,PARTICIPANTES
2023,12,BA,12151,5640
2023,12,CE,6763,3114
2023,12,DF,2821,1247
2023,12,ES,2510,1046
2023,12,GO,3442,1402
2023,12,MA,5548,2658
2023,12,MG,11683,5296
2023,12,MS,1694,677
2023,12,MT,2205,914
2023,12,PA,11888,5484
2023,12,PB,5450,2737
2023,12,PE,7625,3681
2023,12,PI,3441,1632
2023,12,PR,4065,1751
2023,12,RJ,9778,4099
2023,12,RN,5188,2757
2023,12,RO,1622,685
2023,12,RR,368,164
2023,12,RS,5459,2526
2023,12,SC,2246,937
2023,12,SE,2452,1247
2023,12,SP,13339,5640
2023,12,TO,866,341
2023,13,AC,856,385
2023,13,AL,2614,1279
2023,13,AM,3193,1157
2023,13,AP,1441,744
2023,13,BA,9575,4445
2023,13,CE,4819,2340
2023,13,DF,2224,1014
2023,13,ES,1945,855
2023,13,GO,2596,1043
2023,13,MA,3881,1912
2023,13,MG,7910,3629
2023,13,MS,1266,505
2023,13,MT,1710,736
2023,13,PA,8591,4138
2023,13,PB,4102,2114
2023,13,PE,5595,2811
2023,13,PI,2547,1265
2023,13,PR,2643,1210
2023,13,RJ,6976,2984
2023,13,RN,3820,2048
2023,13,RO,1190,567
2023,13,RR,235,110
2023,13,RS,3923,1814
2023,13,SC,1483,614
2023,13,SE,1708,886
2023,13,SP,9549,4098
2023,13,TO,535,232
2023,14,AC,538,254
2023,14,AL,1661,828
2023,14,AM,1929,719
2023,14,AP,917,441
2023,14,BA,6592,3118
2023,14,CE,3030,1459
2023,14,DF,1753,819
2023,14,ES,1408,607
2023,14,GO,1669,736
2023,14,MA,2372,1157
2023,14,MG,5744,2710
2023,14,MS,893,401
2023,14,MT,1218,523
2023,14,PA,5814,2866
2023,14,PB,2457,1256
2023,14,PE,3935,1984
2023,14,PI,1699,812
2023,14,PR,1767,811
2023,14,RJ,5977,2639
2023,14,RN,2520,1428
2023,14,RO,735,356
2023,14,RR,173,78
2023,14,RS,2900,1386
2023,14,SC,912,402
2023,14,SE,1182,603
2023,14,SP,7029,3086
2023,14,TO,311,137
2023,15,AC,266,140
2023,15,AL,912,453
2023,15,AM,1207,500
2023,15,AP,431,219
2023,15,BA,3771,1894
2023,15,CE,1816,899
2023,15,DF,1181,636
2023,15,ES,931,436
2023,15,GO,1050,490
2023,15,MA,1256,649
2023,15,MG,3734,1851
2023,15,MS,487,214
2023,15,MT,703,322
2023,15,PA,3461,1791
2023,15,PB,1396,765
2023,15,PE,2436,1254
2023,15,PI,906,466
2023,15,PR,1074,505
2023,15,RJ,4307,2067
2023,15,RN,1369,766
2023,15,RO,395,190
2023,15,RR,73,39
2023,15,RS,1807,877
2023,15,SC,538,236
2023,15,SE,704,378
2023,15,SP,4421,2024
2023,15,TO,159,69
2023,16,AC,105,49
2023,16,AL,574,281
2023,16,AM,569,255
2023,16,AP,240,119
2023,16,BA,2171,1096
2023,16,CE,1084,565
2023,16,DF,708,378
2023,16,ES,566,297
2023,16,GO,570,254
2023,16,MA,649,318
2023,16,MG,2425,1235
2023,16,MS,265,120
2023,16,MT,395,205
2023,16,PA,1870,963
2023,16,PB,780,420
2023,16,PE,1486,790
2023,16,PI,525,265
2023,16,PR,593,288
2023,16,RJ,3116,1524
2023,16,RN,788,426
2023,16,RO,192,100
2023,16,RR,38,19
2023,16,RS,1171,580
2023,16,SC,304,159
2023,16,SE,383,212
2023,16,SP,2953,1378
2023,16,TO,99,54
2023,17,AC,41,22
2023,17,AL,282,126
2023,17,AM,255,116
2023,17,AP,81,38
2023,17,BA,1159,588
2023,17,CE,615,309
2023,17,DF,402,209
2023,17,ES,312,161
2023,17,GO,273,123
2023,17,MA,297,167
2023,17,MG,1447,792
2023,17,MS,114,58
2023,17,MT,170,83
2023,17,PA,856,475
2023,17,PB,392,225
2023,17,PE,762,423
2023,17,PI,272,157
2023,17,PR,289,138
2023,17,RJ,2127,1087
2023,17,RN,416,240
2023,17,RO,95,51
2023,17,RR,25,10
2023,17,RS,664,343
2023,17,SC,167,87
2023,17,SE,220,126
2023,17,SP,1670,801
2023,17,TO,36,19
2023,18,AC,11,6
2023,18,AL,105,65
2023,18,AM,95,43
2023,18,AP,24,10
2023,18,BA,449,270
2023,18,CE,248,127
2023,18,DF,151,83
2023,18,ES,120,66
2023,18,GO,109,53
2023,18,MA,115,66
2023,18,MG,569,337
2023,18,MS,52,31
2023,18,MT,83,38
2023,18,PA,289,171
2023,18,PB,131,76
2023,18,PE,322,182
2023,18,PI,84,49
2023,18,PR,136,75
2023,18,RJ,966,527
2023,18,RN,175,103
2023,18,RO,47,22
2023,18,RR,10,4
2023,18,RS,304,161
2023,18,SC,50,26
2023,18,SE,85,48
2023,18,SP,751,388
2023,18,TO,22,11
2023,19,AC,5,3
2023,19,AL,36,22
2023,19,AM,29,13
2023,19,AP,17,14
2023,19,BA,191,109
2023,19,CE,99,47
2023,19,DF,65,35
2023,19,ES,46,25
2023,19,GO,43,20
2023,19,MA,40,22
2023,19,MG,246,147
2023,19,MS,24,12
2023,19,MT,19,8
2023,19,PA,134,83
2023,19,PB,48,37
2023,19,PE,120,72
2023,19,PI,26,15
2023,19,PR,44,28
2023,19,RJ,432,222
2023,19,RN,59,38
2023,19,RO,11,5
2023,19,RR,1,0
2023,19,RS,96,46
2023,19,SC,26,12
2023,19,SE,17,12
2023,19,SP,282,145
2023,19,TO,5,2
2023,20,AC,4,1
2023,20,AL,9,1
2023,20,AM,11,5
2023,20,AP,7,1
2023,20,BA,69,29
2023,20,CE,38,20
2023,20,DF,29,18
2023,20,ES,20,11
2023,20,GO,19,9
2023,20,MA,15,11
2023,20,MG,124,73
2023,20,MS,3,1
2023,20,MT,12,5
2023,20,PA,44,24
2023,20,PB,16,8
2023,20,PE,34,19
2023,20,PI,21,15
2023,20,PR,18,9
2023,20,RJ,173,101
2023,20,RN,20,14
2023,20,RR,2,2
2023,20,RS,35,21
2023,20,SC,6,4
2023,20,SE,18,11
2023,20,SP,119,69
2023,20,TO,1,0
